Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
Q821V0,UniRef50_O84789,3.1.26.5,Bacteria,AAP05576.1
O98946,UniRef50_P27998,4.1.1.39,Eukaryota,BAA75793.1
A0Q6P7,UniRef50_Q5NH17,3.6.4.12,Bacteria,ABK89912.1
B3R6B8,UniRef50_Q5NXR4,2.5.1.75,Bacteria,CAQ70476.1
Q9U221,UniRef50_Q9U221,3.2.2.27,Eukaryota,CCG28085.1
B4U2W6,UniRef50_Q1G9U8,3.1.26.4,Bacteria,ACG62333.1
P37765,UniRef50_P37765,5.4.99.22,Bacteria,AAC74351.1
Q39SM2,UniRef50_Q39SM2,2.5.1.-,Bacteria,ABB32752.1
Q99JT2,UniRef50_Q9P289,2.7.11.1,Eukaryota,BAC28768.1
Q3BN25,UniRef50_Q9PFS7,2.7.4.9,Bacteria,CAJ25838.1
Q0SGU7,UniRef50_Q8NMU1,3.1.-.-,Bacteria,ABG93239.1
Q8HTL6,UniRef50_Q8HTL6,2.7.7.6,Eukaryota,DAA00943.1
Q9XPS7,UniRef50_Q6L3A7,2.7.7.6,Eukaryota,BAB47024.1
O23627,UniRef50_O23627,6.1.1.14; 2.7.7.-,Eukaryota,CAA05162.1
Q6L1T2,UniRef50_Q6L1T2,4.2.1.140; 4.2.1.39; 4.2.1.6,Archaea,AAT43070.1
Q85BW1,UniRef50_Q85BW1,2.7.7.6,Eukaryota,BAC55416.1
Q3KKT4,UniRef50_Q9PLG5,6.3.2.9,Bacteria,AAX51038.1
B4TFW6,UniRef50_B7MZ47,4.6.1.12,Bacteria,ACF67889.1
B2S8S9,UniRef50_Q98FY0,2.7.1.71,Bacteria,ACD73383.1
C1CKV2,UniRef50_Q9CH83,3.1.11.6,Bacteria,ACO20992.1
Q81862,UniRef50_Q81862,2.1.1.-; 3.4.22.-; 3.6.4.-; 2.7.7.48,Viruses,AAA96139.1
Q8L6J1,UniRef50_O24600,2.7.7.6,Eukaryota,CAC95021.2
Q6FZG1,UniRef50_Q8RT67,2.7.7.3,Bacteria,CAF26267.1
Q2P8A8,UniRef50_Q8E9M0,3.6.1.23,Bacteria,BAE67219.1
Q8ES91,UniRef50_Q8ES91,3.5.4.2,Bacteria,BAC12707.1
B2HNG6,UniRef50_A0R199,5.2.1.8,Bacteria,ACC42219.1
P07949,UniRef50_P07949,2.7.10.1,Eukaryota,BAF84496.1
Q9FKS4,UniRef50_Q9FKS4,2.7.11.1,Eukaryota,ANM71087.1
Q3KLY7,UniRef50_B0B7T8,4.2.3.4,Bacteria,AAX50635.1
O74234,UniRef50_P14743,2.3.1.97,Eukaryota,CAG57836.1
Q23571,UniRef50_Q23571,2.3.1.168,Eukaryota,CAA85465.1
P9WP24,UniRef50_Q73VZ7,4.3.3.7,Bacteria,AAK47142.1
Q6NYL3,UniRef50_Q08426,4.2.1.17; 5.3.3.8; 1.1.1.35,Eukaryota,AAH66545.1
B7MHK5,UniRef50_P81434,6.1.1.11,Bacteria,CAR02256.1
Q9VUY9,UniRef50_Q9VUY9,5.4.2.2,Eukaryota,AAG44931.1
Q6G3A4,UniRef50_Q6N5P6,6.1.1.15,Bacteria,CAF27677.1
B0Y5N4,UniRef50_B0Y5N4,3.4.11.18,Eukaryota,EDP50069.1
Q6F7W2,UniRef50_Q831Y0,2.4.2.22,Bacteria,CAG69853.1
C6BV78,UniRef50_Q72AT2,2.7.8.7,Bacteria,ACS80053.1
B1ZDN3,UniRef50_O67862,2.3.3.13,Bacteria,ACB80951.1
A8EZN3,UniRef50_Q92GV0,2.1.1.182,Bacteria,ABV73816.1
Q7MGX9,UniRef50_P43826,6.3.1.-,Bacteria,BAC95859.1
Q18JK6,UniRef50_Q2FSD3,2.4.2.-,Archaea,CAJ51800.1
O43813,UniRef50_O43813,2.5.1.18,Eukaryota,CAC21950.1
B6EMX2,UniRef50_Q9KU60,6.1.1.6,Bacteria,CAQ78251.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91335.1
Q6AT26,UniRef50_A2Y0X2,2.4.1.12,Eukaryota,BAF16702.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR94314.1
Q0S1C1,UniRef50_C4LIX2,2.4.2.7,Bacteria,ABG98665.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAK17712.1
Q6AF68,UniRef50_C5CBK6,4.1.1.48,Bacteria,AAT88977.1
Q5PJE1,UniRef50_Q8Z2Y1,5.1.3.-,Bacteria,AAV79688.1
A1UBY5,UniRef50_A0QSL8,2.7.7.6,Bacteria,ABL90343.1
Q54YH4,UniRef50_Q54YH4,2.7.13.3,Eukaryota,AAB71889.1
B7HNM8,UniRef50_Q818X6,4.1.99.12; 3.5.4.25,Bacteria,ACJ82500.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP48449.1
P39156,UniRef50_Q92EU5,5.3.1.-,Bacteria,CAB15709.1
B8H8L8,UniRef50_A0QZ42,6.3.1.19,Bacteria,ACL39896.1
P12985,UniRef50_P12985,7.1.2.2,Bacteria,CAA34179.1
Q8N3T1,UniRef50_Q8N3T1,2.4.1.41,Eukaryota,AAH14789.1
G0R947,UniRef50_G0R947,3.2.1.8,Eukaryota,EGR52985.1
A7Z0L4,UniRef50_P22250,6.1.1.17,Bacteria,ABS72540.1
Q8BGL1,UniRef50_Q8N819,3.1.3.16,Eukaryota,BAC31831.1
Q8W4M5,UniRef50_Q8W4M5,2.7.1.90,Eukaryota,AAM13259.1
Q5B0M8,UniRef50_Q5B0M8,2.4.1.256,Eukaryota,EAA57765.1
Q09916,UniRef50_Q09916,3.6.4.13,Eukaryota,CAA91949.1
Q819H7,UniRef50_B5YJD3,2.1.1.14,Bacteria,AAP10923.1
P17182,UniRef50_P04764,4.2.1.11,Eukaryota,AAH10685.1
A4D2B0,UniRef50_A4D2B0,3.-.-.-,Eukaryota,AAH31288.1
P51601,UniRef50_P51601,3.5.4.16,Eukaryota,CAA89826.1
Q1B677,UniRef50_Q1B677,7.4.2.11,Bacteria,ABG09607.1
A6T2B6,UniRef50_A4G8P4,2.1.1.-,Bacteria,ABR88924.1
Q98R01,UniRef50_Q98R01,5.2.1.8,Bacteria,CAC13382.1
C1GUH5,UniRef50_Q5BEY7,6.3.4.4,Eukaryota,EEH39981.2
A3DHI4,UniRef50_B5YKE0,4.2.1.33,Bacteria,ABN53413.1
O59939,UniRef50_O59939,4.2.2.2,Eukaryota,AAD09857.1
Q80Z29,UniRef50_P43490,2.4.2.12,Eukaryota,AAX49410.1
C5FK77,UniRef50_C5PCN6,3.4.13.19,Eukaryota,EEQ30099.1
P9WHW1,UniRef50_P9WHW0,5.2.1.8,Bacteria,CCP45378.1
Q211P6,UniRef50_Q1MG80,2.3.1.181,Bacteria,ABD88890.1
Q1CRZ8,UniRef50_O25853,7.1.1.-,Bacteria,ABF85274.1
A1TD77,UniRef50_P35868,6.1.1.19,Bacteria,ABM15127.1
O31427,UniRef50_O31427,7.3.2.3,Bacteria,CAB11989.1
Q4A5J0,UniRef50_Q4A5J0,2.7.7.6,Bacteria,AAZ43981.1
B2HTR5,UniRef50_Q6FAS9,2.7.1.50,Bacteria,ACC57603.1
O42893,UniRef50_O42893,3.2.1.28,Eukaryota,BAA87141.1
C4ZDB0,UniRef50_A9KPW1,2.7.9.3,Bacteria,ACR76886.1
A7X0I1,UniRef50_Q5HQJ5,3.1.-.-; 3.6.4.12,Bacteria,BAF77844.1
P0A7D4,UniRef50_Q9KNX8,6.3.4.4,Bacteria,AAC77134.1
Q9S7H8,UniRef50_Q9S7H8,5.4.4.2,Eukaryota,AEE35624.1
Q8KX53,UniRef50_P72823,7.1.1.-,Bacteria,AAN03540.1
Q0A5M1,UniRef50_Q0A5M1,3.1.21.7,Bacteria,ABI57866.1
B4U8W2,UniRef50_B4U8W2,2.5.1.16,Bacteria,ACG57573.1
B2T068,UniRef50_Q5NXR4,2.5.1.75,Bacteria,ACD15173.1
Q3A9N7,UniRef50_Q3A9N7,2.7.7.60,Bacteria,ABB14750.1
B1JUD8,UniRef50_Q2SWY6,2.3.1.129,Bacteria,ACA91188.1
Q12974,UniRef50_Q12974,3.1.3.48,Eukaryota,AAB42170.1
P33300,UniRef50_P33300,2.4.-.-,Eukaryota,AAB68308.1
O25253,UniRef50_Q9PHK9,3.4.25.2,Bacteria,AAD07583.1
B8IP16,UniRef50_B8IP16,6.3.4.19,Bacteria,ACL60334.1
B1VDL4,UniRef50_A8LCW4,6.1.1.7,Bacteria,CAQ04912.1
Q02751,UniRef50_Q02751,3.2.1.20,Eukaryota,AAA34350.2
Q8BZH1,UniRef50_Q99041,2.3.2.13,Eukaryota,AAM45940.1
O80898,UniRef50_O80898,2.4.1.-,Eukaryota,AEC08705.1
P9WQ17,UniRef50_P63532,2.4.99.16,Bacteria,CCP44085.1
P11346,UniRef50_P11346,2.7.11.1,Eukaryota,AAN17557.1
F4HXL0,UniRef50_F4HXL0,3.1.1.32; 3.1.1.26,Eukaryota,AAG10634.1
A4TP09,UniRef50_Q0I1H8,2.8.1.8,Bacteria,ABP41021.1
P75030,UniRef50_O87400,3.5.1.5,Bacteria,CAA69857.1
Q02U10,UniRef50_Q39J02,2.1.3.2,Bacteria,ABJ15369.1
Q7NTY9,UniRef50_Q7NTY9,3.4.11.1; 3.4.11.10,Bacteria,AAQ60582.1
Q94522,UniRef50_Q94522,6.2.1.4; 6.2.1.5,Eukaryota,CAA70288.1
P13254,UniRef50_P13254,4.4.1.11; 4.4.1.2,Bacteria,BAA13642.1
Q8Z4Z2,UniRef50_Q8ZD40,3.4.24.-,Bacteria,AAO68188.1
P60595,UniRef50_Q57MS0,4.3.2.10; 3.5.1.2,Bacteria,AAC75084.1
A5FZN7,UniRef50_A5FZN7,6.3.3.3,Bacteria,ABQ31069.1
Q631Z7,UniRef50_O32129,2.8.1.8,Bacteria,AAU15578.1
Q9FIL1,UniRef50_Q9FIL1,2.7.11.1,Eukaryota,ABH04487.1
Q8IUH5,UniRef50_Q8IUH5,2.3.1.225,Eukaryota,AAC26848.1
E1WGG9,UniRef50_P0CL50,3.1.3.12,Bacteria,AAF34581.1
B4TES0,UniRef50_Q8ZQ27,2.1.-.-,Bacteria,ACF68532.1
P0A880,UniRef50_Q8ECV0,4.2.1.20,Bacteria,AAN42877.1
A7GCB9,UniRef50_A6TNX2,6.1.1.19,Bacteria,ABS40420.1
C3JY83,UniRef50_Q8EI31,7.1.1.-,Bacteria,CAY50140.1
P83772,UniRef50_P83772,3.5.2.10,Bacteria,BAA08265.1
A5EWF3,UniRef50_A5EWF3,3.4.21.53,Bacteria,ABQ14320.1
P21675,UniRef50_P21675,2.3.1.48; 2.7.11.1,Eukaryota,CAD70492.2
C3MEL0,UniRef50_Q8UDP9,2.1.1.-,Bacteria,ACP25851.1
B1X9Z4,UniRef50_Q6CZD9,3.6.4.13,Bacteria,ACB04809.1
A9VQT3,UniRef50_A7GNV5,2.7.1.39,Bacteria,ABY43068.1
P05506,UniRef50_P03898,7.1.1.2,Eukaryota,AAN77601.1
A1W4U9,UniRef50_B4EU31,2.2.1.7,Bacteria,ABM41274.1
Q8VVB7,UniRef50_P80860,5.3.1.9,Bacteria,AAV59919.1
A6V1N9,UniRef50_O52326,3.5.1.n3,Bacteria,ABR81600.1
Q7XUF4,UniRef50_A2XUW1,2.7.11.22; 2.7.11.23,Eukaryota,BAF15061.1
B1V8R6,UniRef50_P33675,4.2.1.11,Bacteria,CAM11394.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91452.1
Q9XI80,UniRef50_Q9XI80,2.4.1.-,Eukaryota,AEE29105.2
A1VBB8,UniRef50_Q728R9,6.1.1.20,Bacteria,ABM27734.1
Q4J8L2,UniRef50_B1L4Z3,4.3.3.6; 3.5.1.2,Archaea,AAY80869.1
B2SIG7,UniRef50_Q9PFT8,2.8.1.-,Bacteria,ACD57028.1
P48527,UniRef50_P48527,6.1.1.1,Eukaryota,AAA67122.1
Q56114,UniRef50_P00509,2.6.1.1,Bacteria,AAO69551.1
B0VSD7,UniRef50_P28603,2.7.7.4,Bacteria,CAP01705.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR95224.1
Q6FYD4,UniRef50_Q6FYD4,2.3.1.61,Bacteria,AAN78229.2
Q9LX66,UniRef50_Q9LX66,2.7.11.-,Eukaryota,CAB62020.1
Q16659,UniRef50_Q16659,2.7.11.24,Eukaryota,BAG70115.1
B8CH56,UniRef50_Q8CX51,2.1.1.-; 2.1.1.35,Bacteria,ACJ27049.1
Q9KTF8,UniRef50_Q9KTF8,2.3.1.181,Bacteria,AAF94106.1
Q6GPI1,UniRef50_P07338,3.4.21.1,Eukaryota,BAF84511.1
Q41391,UniRef50_P24476,3.2.2.22,Eukaryota,CAA48888.1
P12370,UniRef50_P12370,2.7.11.11,Eukaryota,AAN10703.1
Q3Z376,UniRef50_Q8ZQ27,2.1.-.-,Bacteria,AAZ87786.1
A9BHV5,UniRef50_A9BHV5,2.1.1.177,Bacteria,ABX32070.1
Q8ZIV7,UniRef50_P45283,6.3.4.4,Bacteria,AAM84223.1
Q98CS9,UniRef50_Q11CK5,2.7.1.33,Bacteria,BAB51542.1
Q3YUU5,UniRef50_Q8XEC3,4.1.3.40,Bacteria,AAZ90717.1
A2X7F7,UniRef50_P35510,4.3.1.24,Eukaryota,CAA61198.1
C5FNU8,UniRef50_Q6WIH8,3.4.24.-,Eukaryota,EEQ31801.1
Q31F66,UniRef50_Q9JXR2,6.3.5.2,Bacteria,ABB42207.1
B8EJS8,UniRef50_Q89KU5,6.3.4.2,Bacteria,ACK49482.1
Q4FQ25,UniRef50_Q4FQ25,3.1.4.53,Bacteria,AAZ19883.1
Q8VY08,UniRef50_Q8VY08,2.1.1.233,Eukaryota,AAM91678.1
Q5U5R9,UniRef50_Q5U5R9,2.3.2.26,Eukaryota,AAH40187.1
Q3SHL2,UniRef50_Q88LE7,4.2.1.33,Bacteria,AAZ97874.1
Q2SBA8,UniRef50_Q15Q53,4.1.1.65,Bacteria,ABC32066.1
Q4VZH1,UniRef50_P06670,7.1.1.-,Eukaryota,ABI97421.1
Q1MGM6,UniRef50_Q8RT67,2.7.7.3,Bacteria,CAK07893.1
Q70GK9,UniRef50_Q70GK9,2.5.1.63,Bacteria,CAJ20006.1
A1AW71,UniRef50_A1AW71,6.3.2.1,Bacteria,ABL02178.1
A1VZR4,UniRef50_Q46104,4.3.2.1,Bacteria,EAQ71890.1
Q1CMY7,UniRef50_Q9KNB2,2.4.2.1,Bacteria,EEO78095.1
P13382,UniRef50_P13382,2.7.7.7,Eukaryota,CAA90524.1
Q9VWD6,UniRef50_Q9VWD6,2.3.1.234,Eukaryota,AAF49008.1
Q9S7H8,UniRef50_Q9S7H8,5.4.4.2,Eukaryota,AAM70573.1
O58214,UniRef50_O58214,2.1.1.206,Archaea,BAA29547.1
Q2YBP5,UniRef50_Q9K0B7,2.1.1.182,Bacteria,ABB73826.1
Q7V3N8,UniRef50_Q31DE8,2.1.1.195,Bacteria,CAE18495.1
Q8RXN9,UniRef50_Q93ZI4,3.2.1.21,Eukaryota,AEE33671.2
Q99J95,UniRef50_P50750,2.7.11.22; 2.7.11.23,Eukaryota,BAE25312.1
A7NDI3,UniRef50_B0TYL4,5.3.1.9,Bacteria,ABU62036.1
P34635,UniRef50_P34635,2.7.11.1,Eukaryota,CAA82368.3
P43616,UniRef50_P43616,3.4.13.-,Eukaryota,AAT92721.1
Q8TCT9,UniRef50_Q8TCT9,3.4.23.-,Eukaryota,AAH08959.1
Q9SZC9,UniRef50_Q9SZC9,7.2.2.8,Eukaryota,AAL24351.1
C1EM80,UniRef50_P39581,6.2.1.54,Bacteria,ACO29056.1
Q1RJZ6,UniRef50_Q9ZCN9,2.7.4.9,Bacteria,ABE04318.1
O14929,UniRef50_O14929,2.3.1.48,Eukaryota,AAH18682.1
Q99XL0,UniRef50_Q48QS8,6.1.1.12,Bacteria,AAK34793.1
B1KWN5,UniRef50_Q5WFN6,2.1.1.228,Bacteria,ACA55067.1
Q9FK51,UniRef50_Q9FK51,2.7.7.-,Eukaryota,AAO64194.1
P25389,UniRef50_P25389,2.7.11.1,Eukaryota,CAC42961.1
A8GAJ0,UniRef50_Q2SC73,2.4.2.2; 2.4.2.15; 2.4.2.4; 2.4.2.3,Bacteria,ABV40130.1
A0KJ32,UniRef50_Q486Z0,2.8.1.7,Bacteria,ABK37836.1
Q4DBX5,UniRef50_Q4DBX5,3.6.1.9,Eukaryota,EAN90026.1
A9MIM3,UniRef50_Q9CPH1,2.1.1.189,Bacteria,ABX21926.1
B3WEL4,UniRef50_Q5FJT6,3.1.-.-,Bacteria,CAQ66815.1
P9WPX7,UniRef50_P0A4Z7,4.2.1.10,Bacteria,CAA42096.1
Q4JUX6,UniRef50_Q4JUX6,6.3.2.4,Bacteria,CAI37381.1
Q7WFC8,UniRef50_Q7NV67,2.7.1.170,Bacteria,CAE34715.1
Q32BG2,UniRef50_Q06734,6.3.4.5,Bacteria,ABB63343.1
B1KJW0,UniRef50_B1KJW0,7.1.1.-,Bacteria,ACA87147.1
B0T229,UniRef50_P0A5K7,4.6.1.17,Bacteria,ABZ69198.1
Q2P6W5,UniRef50_Q9PBJ1,2.7.1.166,Bacteria,BAE67712.1
Q9WUZ9,UniRef50_Q9WUZ9,3.6.1.6; 3.6.1.42,Eukaryota,BAC38219.1
B4E9C7,UniRef50_Q2SVY2,2.1.1.195,Bacteria,CAR52027.1
B1LLY0,UniRef50_Q88CF3,5.1.1.7,Bacteria,ACB19831.1
Q06549,UniRef50_Q06549,3.5.4.5,Eukaryota,DAA09559.1
P0A601,UniRef50_P54883,2.7.13.3,Bacteria,SIT99095.1
Q75LR7,UniRef50_Q940H6-2,2.7.11.1,Eukaryota,BAG87576.1
Q9MAP8,UniRef50_Q9MAP8,2.4.1.-,Eukaryota,AHL38915.1
P00480,UniRef50_P00480,2.1.3.3,Eukaryota,BAA00058.1
A4QGQ5,UniRef50_Q8FMU9,3.6.1.66,Bacteria,BAF55421.1
C3LIG8,UniRef50_Q81DH0,2.7.1.170,Bacteria,ACP14780.1
B2UUR9,UniRef50_O25775,3.1.-.-,Bacteria,ACD48601.1
B7LTZ0,UniRef50_P21151,2.3.1.16,Bacteria,CAQ91098.1
B4QEC4,UniRef50_Q7JWD3,3.6.-.-,Eukaryota,EDX06033.1
Q7SZS2,UniRef50_Q63530,3.1.-.-,Eukaryota,AAH56120.1
Q9BT40,UniRef50_Q9BT40,3.1.3.56; 3.1.3.86; 3.1.3.36,Eukaryota,AAH04362.1
P97930,UniRef50_P97930,2.7.4.9,Eukaryota,AAB46838.1
A4QL23,UniRef50_P56756,7.1.1.-,Eukaryota,BAF50378.1
C1ALF4,UniRef50_Q743D5,2.3.1.189,Bacteria,BAH25133.1
P26490,UniRef50_P00875,4.1.1.39,Eukaryota,CAC24574.1
Q2RJP6,UniRef50_Q9WYZ1,3.4.25.2,Bacteria,ABC19343.1
Q4R596,UniRef50_P23526,3.3.1.1,Eukaryota,BAE01729.1
C1AEQ6,UniRef50_P0C1E2,2.7.2.11,Bacteria,BAH26735.1
Q8RHF4,UniRef50_O66164,6.3.4.3,Bacteria,AAL94166.1
Q9UMR2,UniRef50_Q9UMR2,3.6.4.13,Eukaryota,EAW51834.1
A1RMH7,UniRef50_A9MPV6,2.3.1.275,Bacteria,ABM25872.1
Q9ZTP5,UniRef50_Q9ZTP5,5.1.3.1,Eukaryota,AAL84303.1
B8ZUJ7,UniRef50_B8ZUJ7,3.1.-.-,Bacteria,CAR70606.1
B3DUG9,UniRef50_B3DUG9,3.5.1.88,Bacteria,ACD82972.1
Q5L0Z6,UniRef50_O34797,2.7.7.3,Bacteria,BAD75384.1
Q83QS4,UniRef50_Q9KQM0,3.1.3.89,Bacteria,AAP17698.1
B8D4W5,UniRef50_Q97ZH6,6.3.5.-,Archaea,ACL11146.1
Q9S7J8,UniRef50_Q9S7J8,7.2.2.8,Eukaryota,AAD29109.1
A0PU35,UniRef50_A0R199,5.2.1.8,Bacteria,ABL05854.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89541.1
B2A252,UniRef50_B2A252,6.-.-.-,Bacteria,ACB84857.1
Q9VQX4,UniRef50_Q9VQX4,6.3.4.21,Eukaryota,AAF51037.2
Q0HDU6,UniRef50_P59301,2.7.2.8,Bacteria,ABI40771.1
Q9UHL0,UniRef50_Q9UMR2,3.6.4.13,Eukaryota,AAF21371.2
A1SXF9,UniRef50_P44514,3.5.1.18,Bacteria,ABM04174.1
Q1WVA5,UniRef50_P60281,2.7.7.6,Bacteria,ABD99012.1
P89946,UniRef50_P03315,3.4.21.90,Viruses,AAB40702.1
Q6AE72,UniRef50_Q6AE72,3.4.23.36,Bacteria,AAT89324.1
P0AEI1,UniRef50_Q3IK75,2.8.4.3,Bacteria,AAC73762.1
Q06816,UniRef50_Q06816,3.3.2.10,Bacteria,AAA16137.1
Q8NRM3,UniRef50_Q8FQP1,3.1.11.6,Bacteria,BAB98418.1
Q604M2,UniRef50_Q604M2,2.7.7.60,Bacteria,AAU91327.1
C1GEZ1,UniRef50_B6HQD4,2.3.1.35; 2.3.1.1,Eukaryota,EEH49748.1
P52788,UniRef50_P52788,2.5.1.22,Eukaryota,EAW98984.1
A2BPR2,UniRef50_Q7VDF1,4.3.2.10,Bacteria,ABM69773.1
O00442,UniRef50_O00442,6.5.1.4,Eukaryota,EAW72962.1
Q04736,UniRef50_P12931,2.7.10.2,Eukaryota,AAA40020.1
Q6NHQ4,UniRef50_Q9Z585,6.5.1.2,Bacteria,CAE49600.1
Q4JM44,UniRef50_Q8NHU3,2.7.8.27,Eukaryota,AAY84706.2
B7MLK1,UniRef50_Q8Z169,4.1.1.85,Bacteria,CAR05931.1
Q57M40,UniRef50_Q83QT2,7.1.1.-,Bacteria,AAX66222.1
Q8ZKB0,UniRef50_Q83IK0,3.6.1.-,Bacteria,AAL23172.1
B8XA41,UniRef50_G3CCC1,4.2.3.50; 4.2.3.53; 4.2.3.54,Eukaryota,ACJ38409.1
Q54EJ5,UniRef50_Q54EJ5,3.-.-.-,Eukaryota,EAL61725.1
O43704,UniRef50_O43704,2.8.2.-,Eukaryota,AAB65154.1
B8NC58,UniRef50_B2WKX9,3.4.24.-,Eukaryota,EED52152.1
P40853,UniRef50_P40852,3.1.3.18,Bacteria,AAP86168.1
Q9FML2,UniRef50_Q9FML2,3.5.1.98,Eukaryota,AAM65853.1
B7N1L1,UniRef50_Q8Z2B3,6.1.1.14,Bacteria,CAR10231.1
Q8HX86,UniRef50_P51580,2.1.1.67,Eukaryota,AAL18006.1
Q7MXI4,UniRef50_Q7MXI4,3.1.26.5,Bacteria,AAQ65435.1
Q67UP9,UniRef50_O81716,3.1.3.16,Eukaryota,EEE66134.1
Q9ZE77,UniRef50_Q2GLJ4,3.5.4.13,Bacteria,CAA14540.1
Q7G8Y3,UniRef50_Q8RWY3,3.6.4.-,Eukaryota,BAF04958.1
P29946,UniRef50_P29946,6.3.5.11,Bacteria,CAA44740.1
A1SBC7,UniRef50_Q87KN2,3.4.21.88,Bacteria,ABM01684.1
Q43309,UniRef50_Q37001,4.4.1.14,Eukaryota,AAA85039.1
Q48QZ6,UniRef50_P58080,3.5.2.7,Bacteria,AAX72864.1
Q92A75,UniRef50_P19465,3.5.4.16,Bacteria,CAC97277.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR94938.1
Q9LYN8,UniRef50_Q9LYN8,2.7.11.1,Eukaryota,ACN59364.1
Q9P8P2,UniRef50_Q9P8P2,3.1.1.5,Eukaryota,AAF65220.1
Q29594,UniRef50_P12277,2.7.3.2,Eukaryota,CAA23244.1
Q9C691,UniRef50_Q9C691,3.4.21.-,Eukaryota,AEE32627.1
A6VQA5,UniRef50_A6VQA5,3.1.22.4,Bacteria,ABR75152.1
A4G5X2,UniRef50_Q7NUY8,5.2.1.8,Bacteria,CAL61909.1
P0AG17,UniRef50_P0AG16,2.4.2.14,Bacteria,AAP17719.1
Q3MFH9,UniRef50_Q8YXJ9,3.6.1.27,Bacteria,ABA20257.1
A7XZT2,UniRef50_Q4WE86,3.2.1.22,Eukaryota,ABU94728.1
A1AVR4,UniRef50_A1AVR4,7.1.1.-,Bacteria,ABL02021.1
Q2RHR4,UniRef50_B5YJ75,4.1.99.23,Bacteria,AKV89416.1
C4K8H4,UniRef50_A3QBT1,2.7.8.7,Bacteria,ACQ68830.1
C4LE64,UniRef50_Q4QNX8,3.5.4.25,Bacteria,ACQ92885.1
Q975G4,UniRef50_Q975G4,3.1.26.5,Archaea,BAK54288.1
A7Z0L2,UniRef50_Q5WLT7,2.7.7.60,Bacteria,ABS72538.1
P9WHL7,UniRef50_Q4JXF0,6.3.5.3,Bacteria,AAB41455.1
Q31ZE2,UniRef50_P58627,3.6.1.-,Bacteria,ABB66566.1
Q8KEG8,UniRef50_P50250,3.3.1.1,Bacteria,AAM71958.1
P03660,UniRef50_P03660,3.1.21.-; 6.5.1.1,Viruses,CAA26067.1
Q15ZY9,UniRef50_Q9PPK3,6.1.1.14,Bacteria,ABG38542.1
Q83E40,UniRef50_B6J1I7,2.3.1.274,Bacteria,AAO90040.1
A9B5I2,UniRef50_A9WD25,4.3.2.10; 3.5.1.2,Bacteria,ABX02807.1
Q2LVU2,UniRef50_Q2LVU2,2.1.1.228,Bacteria,ABC78205.1
B4E5R5,UniRef50_B2JE33,2.4.2.9,Bacteria,CAR52688.1
Q8LDW6,UniRef50_Q8LDW6,3.1.30.1,Eukaryota,AEE84478.1
P28002,UniRef50_Q9FK25,2.1.1.68,Eukaryota,AAB46623.1
C0Q1X9,UniRef50_A8ARN4,6.5.1.2,Bacteria,ACN47895.1
Q8DJZ1,UniRef50_B0JK91,4.1.2.4,Bacteria,BAC08632.1
A5CXE4,UniRef50_Q820Q4,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,BAF61384.1
Q8NVI8,UniRef50_P37946,4.3.1.19,Bacteria,BAB95850.1
A7IAH1,UniRef50_A7IAH1,2.7.7.6,Archaea,ABS56732.1
Q0SNS0,UniRef50_O51257,2.7.1.30,Bacteria,AEL69469.1
A6VUE7,UniRef50_A6VUE7,3.1.11.6,Bacteria,ABR70076.1
Q99V75,UniRef50_Q49WE6,2.4.1.315,Bacteria,BAB57179.1
O23627,UniRef50_O23627,6.1.1.14; 2.7.7.-,Eukaryota,AAG10608.1
Q7VUP6,UniRef50_Q2KVE4,2.1.1.199,Bacteria,CAE43301.1
C3NGG0,UniRef50_Q980A9,2.1.1.-,Archaea,ACP48220.1
Q97WF1,UniRef50_Q97WF1,3.2.2.27,Archaea,AAK42437.1
Q3SFS3,UniRef50_Q3SFS3,3.1.-.-,Bacteria,AAZ98533.1
Q9ZMR3,UniRef50_P56113,3.4.-.-,Bacteria,AAD05738.1
Q9FZI8,UniRef50_Q9FZI8,2.3.1.-,Eukaryota,AEE30837.1
A2C1N4,UniRef50_Q7VC70,5.3.1.16,Bacteria,ABM75394.1
F4J8C6,UniRef50_F4J8C6,2.7.4.21; 2.7.4.24,Eukaryota,AAQ22618.1
Q6Z6L4,UniRef50_Q6Z6L4,3.4.11.2,Eukaryota,EAZ22251.1
Q6AT26,UniRef50_A2Y0X2,2.4.1.12,Eukaryota,BAG90687.1
Q81JA5,UniRef50_B7GFH0,2.1.1.182,Bacteria,AAP07144.1
P40516,UniRef50_P40516,2.1.1.-,Eukaryota,CAA86159.1
B2GC51,UniRef50_A5VJL7,3.1.26.4,Bacteria,BAG27233.1
Q2FXP7,UniRef50_P18255,6.1.1.3,Bacteria,ABD30857.1
B5XNX3,UniRef50_Q9KQM6,4.2.1.113,Bacteria,ACI07304.1
