Entry	Entry name	Length	EC number	Cross-reference (Pfam)	Taxonomic lineage (SUPERKINGDOM)
P59027	LEU3_BUCPS	363	1.1.1.85	PF00180;	Bacteria
Q3JKG9	LEU3_BURP1	355	1.1.1.85	PF00180;	Bacteria
O85064	LEU3_BUCAP	363	1.1.1.85	PF00180;	Bacteria
Q14739	LBR_HUMAN	615	1.3.1.70	PF01222;PF09465;	Eukaryota
G3YG17	LXRA_ASPNA	298	1.1.1.10	PF00106;	Eukaryota
Q15FB6	LTMJ_EPIFI	525	1.-.-.-	PF00067;	Eukaryota
B1YB54	LYSY_PYRNV	352	1.2.1.-	PF01118;PF02774;	Archaea
P23147	LUXB2_PHOLU	324	1.14.14.3	PF00296;	Bacteria
P29237	LUXG_PHOLE	234	1.-.-.-	PF00175;	Bacteria
Q8GSM3	LOX22_HORVU	932	1.13.11.12	PF00305;	Eukaryota
Q0C8M4	LOVA_ASPTN	528	1.14.14.124; 1.14.14.125	PF00067;	Eukaryota
B0V6L1	LLDD_ACIBY	383	1.1.-.-	PF01070;	Bacteria
B7LTL2	LLDD_ESCF3	396	1.1.-.-	PF01070;	Bacteria
C3K053	LLDD_PSEFS	380	1.1.-.-	PF01070;	Bacteria
P9WHH7	LPDA_MYCTU	493	1.6.5.2	PF07992;PF02852;	Bacteria
P31005	MEDH_BACMT	381	1.1.1.244	PF00465;	Bacteria
B2U5C2	LLDD_SHIB3	396	1.1.-.-	PF01070;	Bacteria
Q50233	MAUG_METME	335	1.-.-.-	PF03150;	Bacteria
P22869	MEMA_METCA	527	1.14.13.25	PF02332;	Bacteria
A3QH80	MAO1_SHELP	562	1.1.1.38	PF00390;PF03949;	Bacteria
Q320R8	MAO1_SHIBS	565	1.1.1.38	PF00390;PF03949;	Bacteria
B3QPY9	MDH_CHLP8	310	1.1.1.37	PF02866;PF00056;	Bacteria
P31891	MBHL_CUPNH	618	1.12.99.6	PF00374;	Bacteria
A6WSH0	MAO1_SHEB8	562	1.1.1.38	PF00390;PF03949;	Bacteria
P0ACE0	MBHM_ECOLI	567	1.12.99.6	PF00374;	Bacteria
B2JZJ5	MAO1_YERPB	565	1.1.1.38	PF00390;PF03949;	Bacteria
Q92060	MAOX_CHICK	15	1.1.1.40		Eukaryota
B0TZT2	MDH_FRAP2	319	1.1.1.37	PF02866;PF00056;	Bacteria
Q2A3K7	MDH_FRATH	319	1.1.1.37	PF02866;PF00056;	Bacteria
Q1DXN1	MCR1_COCIM	325	1.6.2.2	PF00970;PF00175;	Eukaryota
P40927	MAOX_COLLI	557	1.1.1.40	PF00390;PF03949;	Eukaryota
Q07841	MDH_HALMA	304	1.1.1.37	PF02866;PF00056;	Archaea
P43279	MAOC_ORYSJ	639	1.1.1.40	PF00390;PF03949;	Eukaryota
A8GN82	MDH_RICAH	314	1.1.1.37	PF02866;PF00056;	Bacteria
P61976	MDH_MYCPA	329	1.1.1.37	PF02866;PF00056;	Bacteria
P19980	MDH_PHEIM	25	1.1.1.37		Bacteria
B3Q761	MDH_RHOPT	322	1.1.1.37	PF02866;PF00056;	Bacteria
B4TJT3	MDH_SALHS	312	1.1.1.37	PF02866;PF00056;	Bacteria
Q7MYW9	MDH_PHOLL	312	1.1.1.37	PF02866;PF00056;	Bacteria
P94702	MERA_ENTAG	561	1.16.1.1	PF00403;PF07992;PF02852;	Bacteria
Q9Y7R8	MDHM_SCHPO	341	1.1.1.37	PF02866;PF00056;	Eukaryota
Q7WS85	MDH_SALPA	312	1.1.1.37	PF02866;PF00056;	Bacteria
Q7MSJ8	MCCA_WOLSU	702	1.8.99.-		Bacteria
C5CSI5	MDH_VARPS	328	1.1.1.37	PF02866;PF00056;	Bacteria
Q07UX5	MDH_RHOP5	322	1.1.1.37	PF02866;PF00056;	Bacteria
B7I9D2	MDH_ACIB5	328	1.1.1.37	PF02866;PF00056;	Bacteria
B3H269	MDH_ACTP7	317	1.1.1.37	PF02866;PF00056;	Bacteria
B0VQX5	MDH_ACIBS	328	1.1.1.37	PF02866;PF00056;	Bacteria
Q8GAJ0	MABO2_PAENI	421	1.5.3.21	PF01593;	Bacteria
P17606	MDHP1_SORBI	429	1.1.1.82	PF02866;PF00056;	Eukaryota
P40926	MDHM_HUMAN	338	1.1.1.37	PF02866;PF00056;	Eukaryota
Q1B6B3	MBTG_MYCSS	430	1.14.13.59	PF13434;	Bacteria
O67422	METF_AQUAE	296	1.5.1.20	PF02219;	Bacteria
Q9CPU4	MGST3_MOUSE	153	1.11.1.-	PF01124;	Eukaryota
B7NK08	MHPA_ECO7I	554	1.14.13.127	PF01494;	Bacteria
A1UJP4	MHPA_MYCSK	573	1.14.13.127	PF01494;	Bacteria
A1K5J4	MNMC_AZOSB	635	2.1.1.61; 1.5.-.-	PF01266;PF05430;	Bacteria
Q6CHP1	MKAR_YARLI	389	1.1.1.330	PF00106;	Eukaryota
B3LN00	MKAR_YEAS1	347	1.1.1.330	PF00106;	Eukaryota
A6RBW9	MKAR_AJECN	339	1.1.1.330	PF00106;	Eukaryota
B1YQ54	MNMC_BURA4	652	2.1.1.61; 1.5.-.-	PF01266;PF05430;	Bacteria
Q65S61	MNMC_MANSM	672	2.1.1.61; 1.5.-.-	PF01266;PF05430;	Bacteria
Q7NWN9	MNMC_CHRVO	660	2.1.1.61; 1.5.-.-	PF01266;PF05430;	Bacteria
Q8W3L1	MFDR_ARATH	483	1.18.1.6	PF07992;	Eukaryota
P28811	MMSB_PSEAE	298	1.1.1.31	PF14833;PF03446;	Bacteria
P28810	MMSA_PSEAE	497	1.2.1.27	PF00171;	Bacteria
Q39659	MFPA_CUCSA	725	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Eukaryota
Q8DB38	MNMC_VIBVU	672	2.1.1.61; 1.5.-.-	PF01266;PF05430;	Bacteria
Q7M827	MFRA_WOLSU	613	1.3.5.-	PF00890;PF02910;	Bacteria
A3M361	MQO_ACIBT	546	1.1.5.4	PF06039;	Bacteria
Q9K864	MQNC_BACHD	370	1.21.98.1	PF04055;	Bacteria
B7I4T7	MSRA_ACIB5	173	1.8.4.11	PF01625;	Bacteria
Q8CQE8	MQO3_STAES	494	1.1.5.4	PF06039;	Bacteria
Q7V8S6	MQO_PROMM	496	1.1.5.4	PF06039;	Bacteria
B7M5Q1	MQO_ECO8A	548	1.1.5.4	PF06039;	Bacteria
A5GRE3	MQO_SYNR3	477	1.1.5.4	PF06039;	Bacteria
P0DKS9	MRX1_CORGL	79	1.20.4.3	PF00462;	Bacteria
C4ZU53	MQO_ECOBW	548	1.1.5.4	PF06039;	Bacteria
A1VYZ7	MSRA_CAMJJ	165	1.8.4.11	PF01625;	Bacteria
Q0TM63	MSRA_CLOP1	157	1.8.4.11	PF01625;	Bacteria
A7MM56	MSRA_CROS8	212	1.8.4.11	PF01625;	Bacteria
A4X3E5	MSRA_SALTO	220	1.8.4.11	PF01625;	Bacteria
B7LAN4	MQO_ECO55	548	1.1.5.4	PF06039;	Bacteria
Q6G669	MQO2_STAAS	498	1.1.5.4	PF06039;	Bacteria
A8G3D1	MQO_PROM2	498	1.1.5.4	PF06039;	Bacteria
B1IY62	MQO_ECOLC	548	1.1.5.4	PF06039;	Bacteria
Q8NK50	MTDH_HYPJE	266	1.1.1.138		Eukaryota
A5TYL2	MSRA_MYCTA	182	1.8.4.11	PF01625;	Bacteria
P65443	MSAB2_STRPN	311	1.8.4.11; 1.8.4.12	PF01625;PF01641;	Bacteria
Q9JXD7	MQO_NEIMB	488	1.1.5.4	PF06039;	Bacteria
Q0SXG5	MSRA_SHIF8	212	1.8.4.11	PF01625;	Bacteria
Q3IUS0	MSRA_NATPD	178	1.8.4.11	PF01625;	Archaea
B1JTT6	MSRB_BURCC	143	1.8.4.12	PF01641;	Bacteria
C4ZZD4	MSRB_ECOBW	137	1.8.4.12	PF01641;	Bacteria
A8M3K6	MSRA_SALAI	220	1.8.4.11	PF01625;	Bacteria
Q9CN40	MSRA_PASMU	174	1.8.4.11	PF01625;	Bacteria
Q92AE8	MSRA_LISIN	177	1.8.4.11	PF01625;	Bacteria
B1JLG2	MSRB_YERPY	137	1.8.4.12	PF01641;	Bacteria
P99065	MSRB_STAAN	142	1.8.4.12	PF01641;	Bacteria
B3PK10	MSRB_CELJU	140	1.8.4.12	PF01641;	Bacteria
Q5R930	MSRB3_PONAB	190	1.8.4.12; 1.8.4.14	PF01641;	Eukaryota
A9N540	MSRA_SALPB	212	1.8.4.11	PF01625;	Bacteria
Q1C7U0	MSRB_YERPA	137	1.8.4.12	PF01641;	Bacteria
B0RUE7	MSRA_XANCB	216	1.8.4.11	PF01625;	Bacteria
C1KWF8	MSRB_LISMC	145	1.8.4.12	PF01641;	Bacteria
B2K3R4	MSRB_YERPB	137	1.8.4.12	PF01641;	Bacteria
E6ESW1	MSRB_ENTFT	145	1.8.4.12	PF01641;	Bacteria
Q88LQ6	MSRB_PSEPK	131	1.8.4.12	PF01641;	Bacteria
Q87AJ9	MSRB_XYLFT	155	1.8.4.12	PF01641;	Bacteria
B0SVB3	MSRP_CAUSK	306	1.8.5.-	PF00174;	Bacteria
Q0I4C9	MSRP_HAES1	317	1.8.5.-	PF00174;	Bacteria
Q9VUY0	MOX11_DROME	698	1.14.17.-	PF03712;PF01082;PF03351;	Eukaryota
Q7TT41	MOXD2_MOUSE	619	1.14.17.-	PF03712;PF01082;PF03351;	Eukaryota
Q3YAT3	MPDB_MYCAO	552	1.1.1.400	PF05199;PF00732;	Bacteria
Q7RXR1	MTND_NEUCR	178	1.13.11.54	PF03079;	Eukaryota
B2VIR1	MTND_ERWT9	180	1.13.11.54; 1.13.11.53	PF03079;	Bacteria
Q4WDE1	MTND_ASPFU	176	1.13.11.54	PF03079;	Eukaryota
Q8Y776	MURB_LISMO	298	1.3.1.98	PF01565;PF02873;	Bacteria
Q03GV3	MURB_PEDPA	300	1.3.1.98	PF01565;PF02873;	Bacteria
Q7V9C4	MURB_PROMM	307	1.3.1.98	PF01565;PF02873;	Bacteria
Q50782	MVHG_METTH	308	1.12.99.-	PF01058;	Archaea
Q65VJ3	MTLD_MANSM	382	1.1.1.17	PF01232;PF08125;	Bacteria
Q2IG34	MURB_ANADE	329	1.3.1.98	PF01565;PF02873;	Bacteria
B1X8L4	MTLD_ECODH	382	1.1.1.17	PF01232;PF08125;	Bacteria
A7FP92	MTLD_YERP3	387	1.1.1.17	PF01232;PF08125;	Bacteria
Q51494	NDOB_PSEAI	449	1.14.12.12	PF00355;PF00848;	Bacteria
P57634	MTLD_BUCAI	385	1.1.1.17	PF01232;PF08125;	Bacteria
P54550	NAMA_BACSU	338	1.6.99.1	PF00724;	Bacteria
Q0X0E5	NB5R3_CANLF	301	1.6.2.2	PF00970;PF00175;	Eukaryota
Q3MHW9	NB5R1_BOVIN	305	1.6.2.2	PF00970;PF00175;	Eukaryota
Q5MBR5	NCED3_ORYSJ	608	1.13.11.51	PF03055;	Eukaryota
Q37384	NDUS2_ACACA	401	1.6.99.3; 7.1.1.2	PF00346;	Eukaryota
Q8U7P1	NAPA_AGRFC	834	1.9.6.1	PF04879;PF00384;PF01568;	Bacteria
Q8EIJ1	NAPA_SHEON	826	1.9.6.1	PF04879;PF00384;PF01568;PF10518;	Bacteria
Q8ZCF3	NAPA_YERPE	830	1.9.6.1	PF04879;PF00384;PF01568;PF10518;	Bacteria
Q0MQI8	NDUV2_GORGO	249	1.6.99.3; 7.1.1.2		Eukaryota
P42434	NASC_BACSU	710	1.7.-.-	PF04879;PF00384;PF01568;	Bacteria
P42436	NASE_BACSU	106	1.7.1.4	PF00355;	Bacteria
P9WJJ8	NADB_MYCTO	527	1.4.3.16	PF00890;PF02910;	Bacteria
Q9JSX4	NADB_NEIMA	502	1.4.3.16	PF00890;	Bacteria
P70313	NOS3_MOUSE	1202	1.14.13.39	PF00667;PF00258;PF00175;PF02898;	Eukaryota
P00467	NIFD_CLOPA	534	1.18.6.1	PF00148;	Bacteria
Q4L4T4	NMO_STAHJ	357	1.13.12.-	PF03060;	Bacteria
P77874	NIFD_HERSE	484	1.18.6.1	PF00148;	Bacteria
C5BTB0	NIFH_TERTT	292	1.18.6.1	PF00142;	Bacteria
Q53552	NHG2_PSEPU	435	1.14.13.1	PF01494;	Bacteria
P06120	NIFD_BRASP	500	1.18.6.1	PF00148;	Bacteria
Q00239	NIFD_LEPBY	494	1.18.6.1	PF00148;	Bacteria
Q9JHI8	NOX4_MOUSE	578	1.6.3.-	PF08022;PF01794;PF08030;	Eukaryota
P22944	NIR_EMENI	1104	1.7.1.4	PF04324;PF01077;PF03460;PF07992;PF13806;	Eukaryota
P22921	NIFH_RHORU	295	1.18.6.1	PF00142;	Bacteria
P24040	NIRS_PSEST	560	1.7.2.1; 1.7.99.1	PF13442;	Bacteria
Q8UEM4	NRDJ_AGRFC	1272	1.17.4.1	PF08471;PF02867;	Bacteria
Q8CHK7	NQO1_CAVPO	275	1.6.5.2	PF02525;	Eukaryota
Q92PU3	NQOR1_RHIME	199	1.6.5.2	PF03358;	Bacteria
Q9KM76	NRDG_VIBCH	155	1.97.1.-		Bacteria
A8AN26	NRFA_CITK8	478	1.7.2.2	PF02335;	Bacteria
P27967	NIA1_HORVU	915	1.7.1.1	PF00173;PF00970;PF03404;PF00175;PF00174;	Eukaryota
P16083	NQO2_HUMAN	231	1.10.5.1	PF02525;	Eukaryota
Q72S00	NRDJ_LEPIC	1201	1.17.4.1	PF08471;PF02867;	Bacteria
A5VQI8	NQOR_BRUO2	199	1.6.5.2	PF03358;	Bacteria
A5G020	NQOR_ACICJ	199	1.6.5.2	PF03358;	Bacteria
Q8CVI1	NRFA_ECOL6	478	1.7.2.2	PF02335;	Bacteria
B2T8L2	NQOR_PARPJ	200	1.6.5.2	PF03358;	Bacteria
Q5PF36	NORW_SALPA	377	1.18.1.-	PF07992;PF18113;	Bacteria
Q8G0P0	NQOR_BRUSU	199	1.6.5.2	PF03358;	Bacteria
B5Z1D1	NRFA_ECO5E	478	1.7.2.2	PF02335;	Bacteria
Q8Z4C4	NORW_SALTI	377	1.18.1.-	PF07992;PF18113;	Bacteria
B1KBY1	NQOR_BURCC	200	1.6.5.2	PF03358;	Bacteria
B7LFB3	NQOR_ECO55	198	1.6.5.2	PF03358;	Bacteria
Q6LSQ7	NRFA_PHOPR	487	1.7.2.2	PF02335;	Bacteria
B4GUZ2	NO66_DROPE	687	1.14.11.-; 1.14.11.27	PF08007;	Eukaryota
B5QV90	NORW_SALEP	377	1.18.1.-	PF07992;PF18113;	Bacteria
Q8LEU3	NOL_ARATH	348	1.1.1.294	PF00106;	Eukaryota
Q9D3S5	NXRD1_MOUSE	366	1.-.-.-	PF03807;	Eukaryota
Q8GYA3	OPRL1_ARATH	324	1.3.1.-	PF00724;	Eukaryota
P19968	NUZM_NEUCR	201	1.6.99.3; 7.1.1.2		Eukaryota
Q3ZBF6	ACADS_BOVIN	412	1.3.8.1	PF00441;PF02770;PF02771;	Eukaryota
P31238	ACCO1_DORSP	327	1.14.17.4	PF03171;PF14226;	Eukaryota
Q739J0	3HAO_BACC1	179	1.13.11.6	PF06052;	Bacteria
Q0S9X0	ACDH2_RHOJR	292	1.2.1.10	PF09290;PF01118;	Bacteria
A4XF36	ACDH1_NOVAD	311	1.2.1.10	PF09290;PF01118;	Bacteria
B4EK77	ACDH1_BURCJ	299	1.2.1.10	PF09290;PF01118;	Bacteria
P28330	ACADL_HUMAN	430	1.3.8.8	PF00441;PF02770;PF02771;	Eukaryota
P49748	ACADV_HUMAN	655	1.3.8.9	PF00441;PF02770;PF02771;	Eukaryota
Q28SE8	3HAO_JANSC	180	1.13.11.6	PF06052;	Bacteria
P38945	4HDB_CLOK5	371	1.1.1.61	PF00465;	Bacteria
P22071	3BHS1_RAT	373	1.1.1.145; 1.1.1.270; 1.1.1.210; 5.3.3.1	PF01073;	Eukaryota
P07920	ACCO2_SOLLC	316	1.14.17.4	PF03171;PF14226;	Eukaryota
Q2UB88	3HAO2_ASPOR	179	1.13.11.6	PF06052;	Eukaryota
P84888	AAUB_ALCFA	390	1.4.9.2	PF06433;	Bacteria
B7LR95	ABDH_ESCF3	474	1.2.1.19; 1.2.1.-	PF00171;	Bacteria
P15650	ACADL_RAT	430	1.3.8.8	PF00441;PF02770;PF02771;	Eukaryota
B0RUZ7	3HAO_XANCB	176	1.13.11.6	PF06052;	Bacteria
Q96375	ABA2_CAPAN	660	1.14.15.21	PF01494;PF00498;	Eukaryota
P23991	ADH1_CHICK	376	1.1.1.1	PF08240;PF00107;	Eukaryota
Q60HH8	AL3A2_MACFA	485	1.2.1.3; 1.2.1.94	PF00171;	Eukaryota
Q24857	ADH3_ENTHI	395	1.1.1.2	PF00465;	Eukaryota
B0Y9Z9	3HAO1_ASPFC	192	1.13.11.6	PF06052;	Eukaryota
P46562	AL7A1_CAEEL	531	1.2.1.3	PF00171;	Eukaryota
Q8DJ05	ACSF1_THEEB	380	1.14.13.81	PF02915;	Bacteria
C8VJR0	ALNH_EMENI	546	1.-.-.-	PF00067;	Eukaryota
C4R702	ALOX2_KOMPG	663	1.1.3.13	PF05199;PF00732;	Eukaryota
P50161	AFLM_ASPPU	262	1.1.-.-		Eukaryota
P49383	ADH2_KLULA	348	1.1.1.1	PF08240;PF00107;	Eukaryota
P38113	ADH5_YEAST	351	1.1.1.1	PF08240;PF00107;	Eukaryota
P48815	ADH2_CERCA	258	1.1.1.1	PF00106;	Eukaryota
A0A2I7G3B2	ADH1_TANCI	378	1.1.1.-	PF08240;PF00107;	Eukaryota
A0A384JQF5	ABA4_BOTFB	258	1.1.1.-		Eukaryota
P14940	ADH_CUPNE	366	1.1.1.1; 1.1.1.4; 1.2.1.3	PF08240;PF00107;	Bacteria
P46415	ADHX_DROME	379	1.1.1.1; 1.1.1.-; 1.1.1.73; 1.1.1.284	PF08240;PF00107;	Eukaryota
Q80VQ0	AL3B1_MOUSE	468	1.2.1.28; 1.2.1.5; 1.2.1.7	PF00171;	Eukaryota
Q04944	ADHA_CLOAB	389	1.1.1.-	PF00465;	Bacteria
Q0KDL6	ADH_CUPNH	366	1.1.1.1; 1.1.1.4; 1.2.1.3	PF08240;PF00107;	Bacteria
Q6GPB5	ALKB5_XENLA	360	1.14.11.-	PF13532;	Eukaryota
A0A1Y0BRF9	ADRH_PENRO	476	1.-.-.-	PF01494;	Eukaryota
P0AE09	AHPC_ECOL6	187	1.11.1.15	PF10417;PF00578;	Bacteria
Q56694	ALDH_VIBHA	510	1.2.1.4	PF00171;	Bacteria
Q6GCV9	ALDA_STAAS	495	1.2.1.3	PF00171;	Bacteria
Q9ASZ9	ALKR5_ARATH	345	1.1.1.-	PF00248;	Eukaryota
P15121	ALDR_HUMAN	316	1.1.1.300; 1.1.1.372; 1.1.1.54; 1.1.1.21	PF00248;	Eukaryota
Q8YCF2	AHPD_BRUME	175	1.11.1.15	PF02627;	Bacteria
B6IQZ3	AHPD_RHOCS	186	1.11.1.15	PF02627;	Bacteria
A5F3A7	ALDH_VIBC3	506	1.2.1.3	PF00171;	Bacteria
Q9FZ42	ADRC1_ARATH	288	1.1.1.-		Eukaryota
C4LJ26	AHPD_CORK4	174	1.11.1.15	PF02627;	Bacteria
P9WNY0	ALDH_MYCTO	507	1.2.1.3	PF00171;	Bacteria
B8EJZ2	AHPD_METSB	178	1.11.1.15	PF02627;	Bacteria
P51857	AK1D1_HUMAN	326	1.3.1.3	PF00248;	Eukaryota
P57290	AKH_BUCAI	816	2.7.2.4; 1.1.1.3	PF00696;PF00742;PF03447;	Bacteria
Q5HIR6	AHPF_STAAC	507	1.8.1.-	PF07992;PF13192;	Bacteria
A0A0E4AE72	AQDC1_RHOER	278	1.13.11.-	PF00561;	Bacteria
Q54NS8	AIFB_DICDI	387	1.-.-.-	PF07992;	Eukaryota
B2S533	ARGC_BRUA1	310	1.2.1.38	PF01118;	Bacteria
A3CLY4	ARGC_STRSV	340	1.2.1.38	PF01118;PF02774;	Bacteria
O16025	AOSL_PLEHO	1066	4.2.1.92; 1.13.11.40	PF00305;PF01477;	Eukaryota
B7HB04	ARGC_BACC4	345	1.2.1.38	PF01118;PF02774;	Bacteria
Q1IFY8	ARGC_PSEE4	344	1.2.1.38	PF01118;PF02774;	Bacteria
Q6M102	ARGC_METMP	343	1.2.1.38	PF01118;PF02774;	Archaea
Q95JH4	AK1C4_MACFU	323	1.1.1.-; 1.1.1.357; 1.1.1.225	PF00248;	Eukaryota
Q3YR04	ARGC_EHRCJ	346	1.2.1.38	PF01118;PF02774;	Bacteria
C3P7R8	ARGC_BACAA	345	1.2.1.38	PF01118;PF02774;	Bacteria
A0LUC5	ARGC_ACIC1	343	1.2.1.38	PF01118;PF02774;	Bacteria
P16266	ANFD_AZOVI	518	1.18.6.1	PF00148;	Bacteria
Q7V1H9	ARGC_PROMP	351	1.2.1.38	PF01118;PF02774;	Bacteria
B3PVH2	ARGC_RHIE6	310	1.2.1.38	PF01118;	Bacteria
Q7NE70	ARGC_GLOVI	350	1.2.1.38	PF01118;PF02774;	Bacteria
A1KSA9	ARGC_NEIMF	347	1.2.1.38	PF01118;PF02774;	Bacteria
B8EM72	AROE_METSB	280	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q8TZ45	ASPD_METKA	262	1.4.1.21	PF01958;PF03447;	Archaea
A6U268	AROE_STAA2	268	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q5SJF8	AROE_THET8	263	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B2I7C8	AROE_XYLF2	282	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q8KQL2	ARPD_ENTAV	352	1.1.1.301	PF08240;PF00107;	Bacteria
A8Z4K0	ARSC_STAAT	131	1.20.4.4	PF01451;	Bacteria
A4TJU5	ASTD_YERPP	505	1.2.1.71	PF00171;	Bacteria
Q74NT6	ARSC1_BACC1	134	1.20.4.4	PF01451;	Bacteria
B5QWI8	ASTD_SALEP	492	1.2.1.71	PF00171;	Bacteria
A8FRE9	ASTD_SHESH	486	1.2.1.71	PF00171;	Bacteria
Q0D9C4	CATA2_ORYSJ	492	1.11.1.6	PF00199;PF06628;	Eukaryota
B0KN19	BETA_PSEPG	565	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
O22203	C98A3_ARATH	508	1.14.-.-	PF00067;	Eukaryota
Q3IZ91	CCCR_RHOS4	430	1.3.1.85	PF08240;PF00107;	Bacteria
Q9XJ38	CAO_DUNSA	463	1.14.13.122	PF08417;PF00355;	Eukaryota
Q0JFI2	C93G1_ORYSJ	516	1.14.13.-	PF00067;	Eukaryota
Q9CAI3	CADH1_ARATH	355	1.1.1.195	PF08240;PF00107;	Eukaryota
P37118	C71A2_SOLME	505	1.14.-.-	PF00067;	Eukaryota
O48958	C71E1_SORBI	531	1.14.14.37	PF00067;	Eukaryota
P31657	CADH_POPDE	357	1.1.1.195	PF08240;PF00107;	Eukaryota
P58050	C71BD_ARATH	496	1.14.-.-	PF00067;	Eukaryota
P48422	C86A1_ARATH	513	1.14.14.80	PF00067;	Eukaryota
A2T391	CHLN_ANGEV	458	1.3.7.7	PF00148;	Eukaryota
Q9VMS7	C4AC3_DROME	509	1.14.-.-	PF00067;	Eukaryota
O46054	C4AE1_DROME	496	1.14.-.-	PF00067;	Eukaryota
Q96KS0	EGLN2_HUMAN	407	1.14.11.29	PF13640;	Eukaryota
O24296	GPX1_PEA	236	1.11.1.12	PF00255;	Eukaryota
Q03460	GLSN_MEDSA	2194	1.4.1.14	PF14691;PF00310;PF04898;PF01645;PF01493;PF07992;	Eukaryota
P52032	GPX1_ARATH	236	1.11.1.12	PF00255;	Eukaryota
P59075	GMPR_PHYIN	362	1.7.1.7	PF00478;	Eukaryota
Q9UBQ7	GRHPR_HUMAN	328	1.1.1.79; 1.1.1.81	PF00389;PF02826;	Eukaryota
Q4AEH2	GPX4_PONPY	197	1.11.1.12	PF00255;	Eukaryota
P22352	GPX3_HUMAN	226	1.11.1.9	PF00255;	Eukaryota
Q9LYB4	GPX5_ARATH	173	1.11.1.9	PF00255;	Eukaryota
P27442	GMPR_ASCSU	356	1.7.1.7	PF00478;	Eukaryota
A8Z453	GPDA_STAAT	332	1.1.1.94	PF07479;PF01210;	Bacteria
A0LLR7	GPDA_SYNFM	340	1.1.1.94	PF07479;PF01210;	Bacteria
Q5SHJ0	GPDA_THET8	322	1.1.1.94	PF07479;PF01210;	Bacteria
Q1J8M2	GPDA_STRPF	338	1.1.1.94	PF07479;PF01210;	Bacteria
Q4L6H9	GPDA_STAHJ	332	1.1.1.94	PF07479;PF01210;	Bacteria
B0TLE9	GPDA_SHEHH	339	1.1.1.94	PF07479;PF01210;	Bacteria
P43304	GPDM_HUMAN	727	1.1.5.3	PF01266;PF16901;PF13499;	Eukaryota
B7L734	GPDA_ECO55	339	1.1.1.94	PF07479;PF01210;	Bacteria
Q9KLJ6	GLPB_VIBCH	436	1.1.5.3	PF00890;	Bacteria
Q31E81	GPDA_HYDCU	344	1.1.1.94	PF07479;PF01210;	Bacteria
P0A6S8	GPDA_ECOL6	339	1.1.1.94	PF07479;PF01210;	Bacteria
Q2J6X6	GPDA_FRACC	336	1.1.1.94	PF07479;PF01210;	Bacteria
B2GAJ3	GPDA_LACF3	337	1.1.1.94	PF07479;PF01210;	Bacteria
Q3T001	H17B6_BOVIN	317	1.1.1.105; 1.1.1.239; 1.1.1.62	PF00106;	Eukaryota
Q2FH96	GUAC_STAA3	325	1.7.1.7	PF00478;	Bacteria
C0Q5K1	GUAC_SALPC	347	1.7.1.7	PF00478;	Bacteria
Q6G9M1	GUAC_STAAS	325	1.7.1.7	PF00478;	Bacteria
C0MAM1	GUAC_STRE4	327	1.7.1.7	PF00478;	Bacteria
A9IM16	GPDA_BART1	334	1.1.1.94	PF07479;PF01210;	Bacteria
Q3AP01	GPDA_CHLCH	333	1.1.1.94	PF07479;PF01210;	Bacteria
B7J4Y4	GPDA_ACIF2	344	1.1.1.94	PF07479;PF01210;	Bacteria
Q65R09	GLPB_MANSM	431	1.1.5.3	PF00890;	Bacteria
Q5LLR6	GPDA_RUEPO	320	1.1.1.94	PF07479;PF01210;	Bacteria
P13033	GLPB_ECOLI	419	1.1.5.3	PF00890;	Bacteria
Q6AB02	HEM1_CUTAK	444	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
A5CNH4	HEM1_CLAM3	439	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
A2SQU1	HEM1_METLZ	424	1.2.1.70	PF00745;PF05201;PF01488;	Archaea
Q0AHU2	HEM1_NITEC	417	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q1RH58	GPDA_RICBR	314	1.1.1.94	PF07479;PF01210;	Bacteria
P61737	GPDA_BACC1	340	1.1.1.94	PF07479;PF01210;	Bacteria
Q82TH3	HEM1_NITEU	416	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q60A20	HEM1_METCA	420	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q73SS1	HEM1_MYCPA	459	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q6LGK4	GUAC_PHOPR	347	1.7.1.7	PF00478;	Bacteria
A9KP81	HEM11_LACP7	403	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q0VS78	HEM1_ALCBS	418	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
B2J5E4	HEM1_NOSP7	428	1.2.1.70	PF00745;PF05201;PF01488;	Bacteria
Q28035	GSTA1_BOVIN	222	2.5.1.18; 1.11.1.-; 5.3.3.-	PF14497;PF02798;	Eukaryota
A1VMA8	GUAC_POLNA	325	1.7.1.7	PF00478;	Bacteria
