P0CW05	AAM30191.1
B1YS61	ACB64390.1
B1LFA2	ACB15618.1
Q4USP8	AAY49925.1
A5F8Z4	ABQ20763.1
A5F8Z4	ACP08718.1
B4TYE1	ACF90914.1
Q2NEP8	ABC57705.1
B1JBQ0	ACA74552.1
O69300	CAA76672.1
O69300	CAL35190.1
P46067	CAA54779.1
Q7V843	CAE20705.1
A4TQL5	ABP41577.1
B2VH02	CAO95759.1
P65264	CAM07889.1
B1GZQ6	BAG13738.1
B2SFX3	ACD30383.1
Q4A696	AAZ43725.1
B7VIQ6	CAV19502.1
Q9PEI5	AAF83853.1
Q87BL6	AAO29280.1
A4JF62	ABO54915.1
O31147	AAB86425.1
A1S426	ABL99132.1
Q3B5L1	ABB23370.1
B2U324	ACD06729.1
B0S2N4	BAG08624.1
Q5PD75	AAV76262.1
Q1I639	CAK16896.1
B1XGC2	ACB01649.1
B8J198	ACL49525.1
Q5Z3P6	BAD54945.1
B5EZE3	ACH49206.1
C3MBR0	ACP25122.1
Q9V1I5	CAB49364.1
Q9V1I5	CCE69824.1
B0BVR5	ABY71941.1
Q74AT9	AAR35637.1
Q9KPW5	AAF95391.1
Q9ZDK7	CAA14781.1
B8DG43	ACK39633.1
Q12NX7	ABE54849.1
A8H783	ABV88420.1
A1RLL4	ABM25559.1
A1JNQ2	CAL13086.1
Q81KF3	AAP28724.1
Q81KF3	AAT34170.1
Q81KF3	AAT56981.1
A1WBZ9	ABM43774.1
A0L8R9	ABK44362.1
A4VTE8	ABP89387.1
Q5H1F0	AAW75221.1
Q9A6Z7	AAK23904.1
B7MRI7	CAR06753.1
P26836	BAB80088.1
P26836	AAA23261.1
A1KJ57	CAL71666.1
P44979	AAC22671.1
C3NF41	ACP47937.1
P76159	AAC74627.1
P76159	BAE76469.1
Q99WV0	BAB56438.1
Q9ZNI1	BAA33856.1
Q9ZNI1	AAD23962.1
Q9ZNI1	ABD30323.1
Q21TG3	ABD70940.1
Q5UZ50	AAV47453.1
Q2IL55	ABC82383.1
Q6MMX4	CAE79379.1
Q11L82	ABG61843.1
Q3A558	ABA88499.1
Q3K9F9	ABA75595.1
A7MET8	ABU77675.1
A7GU63	ABS23671.1
P19197	CAA37799.1
P19197	AAA27618.1
P19197	AAA27622.1
P19197	AAA27625.1
Q8Y0C6	CAD14820.1
B7VJ08	CAV17462.1
B7LEN2	CAV02190.1
Q7NH24	BAC90654.1
B0TWX8	ABZ87236.1
Q1IQB4	ABF40936.1
Q9ZCM4	CAA15136.1
A8EU81	ABV67505.1
Q98KS7	BAB48737.1
B7I9U5	ACJ42428.1
Q5L612	CAH63919.1
Q2NB77	ABC63064.1
G8T8D0	AEV99100.1
B2VC73	CAO97184.1
Q9PHU0	CAL34722.1
Q2IPX9	ABC80858.1
A7NAP3	ABU61046.1
B5R9V4	CAR40160.1
B4T149	ACF65249.1
Q5LMW7	AAV96671.1
B0SZ11	ABZ71922.1
O66817	AAC06767.1
B0BBM4	CAP06889.1
Q8KBX0	AAM72887.1
P65323	AAG54481.1
P65323	BAB33604.1
A1A7E1	ABI99580.1
Q1CGZ1	ABG18739.1
Q1CGZ1	EEO76507.1
Q3IFY6	CAI87546.1
C6E5B9	ACT19443.1
A9M683	ABX62488.1
C4L8W2	ACQ93832.1
B5Y1U1	ACI07789.1
P24205	AAA24181.1
P24205	AAA96706.1
P24205	AAC74925.1
P24205	BAA15663.1
B8CNQ5	ACJ29024.1
Q8D2A8	BAC24592.1
C0Q5J2	ACN44334.1
A6T4N9	ABR75560.1
Q9KHL6	AAF75724.1
Q9KHL6	CAD16544.1
Q7U5S4	CAE08138.1
A1VST0	ABM38708.1
Q8E9Q2	AAN57186.1
Q1D2K0	ABF86238.1
Q6FFS1	CAG67086.1
Q83QT4	AAN43856.1
Q83QT4	AAP17675.1
B5EXA8	ACH52956.1
Q9RPW3	AAD55904.1
Q5HN46	AAW54790.1
A2SQG9	ABN06575.1
P9WK21	CCP43479.1
Q58725	AAB99338.1
Q9RQ04	AAD55893.1
Q9RQ04	ABE49926.1
A0QN14	ABK69468.1
A3CTA1	ABN56601.1
Q826W3	BAC74773.1
A0R6D9	ABK72477.1
A0R6D9	AFP42768.1
A3Q7Y6	ABO01264.1
Q5HME7	AAW55037.1
B7IP91	ACK95618.1
Q2YTP0	CAI81340.1
Q3M698	ABA23488.1
B5R3R4	CAR33949.1
A7X0S7	BAF77919.1
Q5HEY2	AAW36862.1
P72785	BAA16800.1
P16699	AAA22586.1
Q8CPQ5	AAO04341.1
B1HTA6	ACA39522.1
A7MHU5	ABU76220.1
B7LZ73	CAQ98340.1
B7N4P2	CAR12936.1
B7JGZ8	ACK90309.1
P9WLP8	AAK46319.1
Q630J5	AAU20234.1
C3LFT4	ACP14734.1
B9KA88	ACM23871.1
Q87Q92	BAC59521.1
Q6GAG7	CAG42756.1
B7JHN0	ACK91113.1
Q8XDX8	AAG57397.1
Q8XDX8	BAB36575.1
Q1B860	ABG08924.1
Q3YUX6	AAZ90686.1
Q8NXA0	BAB94794.1
Q816H7	AAP11755.1
C1CY73	ACO47029.1
A0KFN8	ABK38545.1
B7M7R7	CAR00983.1
A1RLI0	ABM25525.1
A6TGR5	ABR79749.1
A0AJC9	CAK21111.1
Q12RA0	ABE54026.1
Q3SNX3	ABA06018.1
P58487	CAL21150.1
P58487	AAM85232.1
P58487	AAS62541.1
Q31RB6	ABB56403.1
B2VGW7	CAO95344.1
A1A278	BAF39811.1
Q11DS0	ABG64455.1
A8H9P4	ABV89281.1
A1V0V9	ABM51038.1
Q1JNE0	ABF31459.1
Q9PB72	AAF85071.1
Q7N4V6	CAE14501.1
B1LDF1	ACB17617.1
A7ZWZ5	ABV04799.1
A4YZB3	CAL79239.1
B0UW70	ACA31893.1
Q21XK2	ABD69501.1
B7GUQ1	ACJ53197.1
B7GUQ1	BAJ69790.1
B7L504	CAU96232.1
A1BEZ3	ABL64970.1
Q5LXJ9	AAV63513.1
A6GWA9	CAL42382.1
B0TXS4	ABZ86243.1
Q97T38	AAK74304.1
Q9CNN3	AAK02478.1
Q1B5E3	ABG09891.1
Q38WH3	CAI55459.1
P0AEI1	AAB40863.1
P0AEI1	AAC73762.1
P0AEI1	BAE76357.1
A7I771	ABS55582.1
Q2KX23	CAJ48335.1
Q827Q0	BAC74585.1
P0A817	AAA24164.1
P0A817	AAA69109.1
P0A817	AAC75979.1
P0A817	BAE77005.1
P0A817	AAB05197.1
P0A817	AAA24645.2
B1HR59	ACA39250.1
Q8CXS7	AAN49832.2
A9VYZ9	ABY31591.1
B8FSB9	ACL21907.1
P0DC34	AAM80447.1
Q0I559	ABI25891.1
C3NF87	ACP47983.1
Q8FFH0	AAN81320.1
Q7NE65	BAC91956.1
Q65ZV3	AAU07668.1
A3N0L8	ABN73954.1
Q1C6S0	ABG13852.1
Q8EIB4	AAN54003.1
B3WCC9	CAQ66030.1
Q04XS7	ABJ80118.1
Q8EP05	BAC14270.1
B1K1H7	ACA89265.1
Q8R5Z5	AAL94019.1
B2V3V9	ACD51450.1
Q88RL5	AAN65748.1
O83772	AAC65758.1
Q3A388	ABA89169.1
B3QNZ0	ACF11643.1
B2SYI5	ACD17720.1
Q8XVV4	CAD16430.1
Q3JNT6	ABA49353.1
Q11RE0	ABG60025.1
C1D6H7	ACO76212.1
A1T6X1	ABM12921.1
B7V4D3	CAW25271.1
A2BSL2	ABM70773.1
Q0T9M2	ABG72357.1
C1B4J7	BAH55186.1
A4XPY6	ABP83402.1
A5UFX6	ABQ99681.1
A5WA00	ABQ80960.1
Q7URU7	CAD74240.1
Q328F0	ABB64305.1
Q0BP64	ABI82120.1
P65356	BAB95051.1
A9N4K8	ABX67663.1
Q5FS11	AAW60835.1
Q5L6D1	CAH63795.1
A9MRD1	ABX24329.1
B3R6Q0	CAQ70533.1
Q0S2J4	ABG98242.1
Q7MB22	CAE15178.1
A6U290	ABR52558.1
Q1QCH2	ABE74631.1
A5FHA9	ABQ05415.1
Q4FNR7	AAZ21172.1
Q980A9	AAK40736.1
B1HPM3	ACA42225.1
A3QAD9	ABO22437.1
Q57QC0	AAX65091.1
Q74IF3	AAS09385.1
Q3JYG1	ABA46129.1
A5WI36	ABQ95327.1
B1Y0F6	ACB36635.1
Q46HI4	AAZ59044.1
A9GZI5	CAP53964.1
A9GZI5	ACI51541.1
C5A2X8	ACS34639.1
B3PS53	ACE93343.1
Q81JD9	AAP29365.1
Q81JD9	AAT70169.1
Q81JD9	AAT57624.1
A5UG36	ABQ99741.1
B0TR38	ABZ77769.1
Q67NJ9	BAD40744.1
M0HG00	ELZ81989.1
Q3YWA7	AAZ90205.1
A5GRJ8	CAK27507.1
A1KP32	CAL73400.1
B2S3Z3	ACD71172.1
A3D7M8	ABN62741.1
A8GTT8	ABV76813.1
B7X2B6	EED70230.1
Q65U29	AAU37531.1
A5U029	AAC44617.1
A5U029	ABQ72379.1
Q7VKB7	AAP96715.1
Q6D237	CAG76157.1
Q87RP4	BAC58996.1
P76112	AAC74530.1
P76112	BAA15080.2
A3NQ54	ABN90309.1
Q2STM2	ABC39420.1
A2SLU8	ABM96537.1
A0Q7G4	ABK90179.1
B1IVR9	ACA76786.1
C1DI67	ACO76564.1
A8F011	ABV73944.1
A6LJ47	ABR29948.1
P9WGB4	AAK44624.1
A5U030	AAC44616.1
A5U030	ABQ72380.1
Q9X5U0	AAD32746.1
Q3YT72	AAZ68083.1
A1WVL3	ABM61725.1
Q83FT9	AAO44707.1
Q9JUT9	CAM08342.1
Q72D51	AAS95559.1
B2I3B6	ACC55794.1
A8Z642	ABS30593.1
A7ZCZ1	EAT97411.1
Q31EJ2	ABB42431.1
A3M1Y2	ABO10926.2
Q1CKP3	ABG17437.1
Q1CKP3	EEO77531.1
Q98JV5	BAB49060.1
B5YX02	ACI36870.1
Q57399	AAC23118.1
P0A086	AAK83251.1
P0A086	ABD30524.1
B7HVJ1	ACJ80261.1
Q0ABU4	ABI55693.1
B4SL67	ACF51948.1
B7NGF6	CAR15868.1
P65389	BAB96051.1
Q6GH44	CAG40371.1
P65393	SIU01982.1
Q8NUM4	BAB96391.1
Q2FQ35	ABD40408.1
Q5JHN5	BAD86414.1
Q8PKS5	AAM36944.1
A2SPK1	ABN06257.1
B7V3B1	CAW30162.1
Q3K013	ABA45807.1
Q9EWF7	CAD30942.1
Q7MYW1	CAE16927.1
Q50501	AAA87412.1
Q50501	AAB85939.1
O66810	AAC06772.1
B5RRC2	ACH94556.1
A7X2A9	BAF78294.1
A4XVB1	ABP85277.1
Q65ID2	AAU23826.1
Q65ID2	AAU41182.1
Q6G9D8	CAG43142.1
Q7U3H2	CAE08975.1
B1YSS1	ACB62982.1
Q1B3X9	ABG10405.1
A9MNV7	ABX24039.1
Q2FVX9	ABD31557.1
Q47AA1	AAZ48230.1
Q65DY5	AAU25355.2
Q65DY5	AAU42729.1
Q5HG59	AAW36644.1
P9WJR0	AAK45130.1
Q0S740	ABG96646.1
Q6G751	CAG43972.1
P45308	AAC23318.1
Q5N0K8	BAD80162.1
A0PWB3	ABL06632.1
Q9Z5G7	CAB36689.1
Q9Z5G7	CAC29683.1
P0A741	AAN42368.1
P0A741	AAP16245.1
Q2NX54	BAE71123.1
B0K8H9	ABY95911.1
Q5NKZ8	AAV90612.1
Q9KT79	AAF94185.1
C3PCC0	ACQ47713.1
Q9HKV1	CAC11634.1
B3CMJ7	CAQ55117.1
B2I3G6	ACC57439.1
B7MWE2	CAR08408.2
Q5HT61	AAW35976.1
A2SPE0	ABN06196.1
P54138	AAA17228.1
P54138	CAC31960.1
P65401	BAB43363.1
Q07WI2	ABI73632.1
Q2YXE0	CAI80734.1
B0TN10	ABZ74722.1
Q82IJ5	BAC70849.1
A1KU57	CAM10398.1
B0CGU0	ABY38241.1
A6W733	ABS02622.1
A7Z200	ABS73026.1
C0ZHP0	BAH45164.1
Q8G0F3	AAN30062.1
Q8G0F3	AEM18480.1
A8Z3M3	ABX29139.1
C5B7H1	ACR69807.1
B8GMM6	ACL71858.1
A1TC40	ABM14740.1
B5QX75	CAR32335.1
P0A740	AAG55154.1
P0A740	BAB34284.1
A1REZ3	ABM23238.1
Q03EY0	ABJ68242.1
Q4JXC9	CAI36528.1
Q8Y1X7	CAD14090.1
A4TBF2	ABP45462.1
Q8F4J3	AAN49247.2
B4SZK6	ACF62077.1
C1C7Z0	ACO17515.1
A6T2G1	ABR88400.1
Q73G61	AAS14756.1
Q2FZ93	AAC45625.1
Q2FZ93	BAA22555.1
Q2FZ93	ABD30256.1
A9VWV3	ABY31330.1
P56833	CAB51996.1
Q9HX95	AAG07305.1
Q2Y638	ABB75783.1
A1ALE8	ABK98168.1
Q9X5W6	AAD21204.1
A0QF52	ABK69036.1
Q4L5N3	BAE05042.1
Q111G3	ABG51861.1
B7NA83	CAR12135.1
B5BG24	CAR61124.1
Q7V3S7	CAE22438.1
A1BAL5	ABL72559.1
A4W0S3	ABP91962.1
B9J189	ACM14927.1
Q04V94	ABJ75176.1
B0BXF6	ABY72532.1
Q67KA0	BAD41898.1
A0QF49	ABK65979.1
P61676	CAE80951.1
B7KSC1	ACK84006.1
O51926	AAC46066.2
P65457	BAB43210.1
A8F278	ABV85014.1
Q5WB48	BAD66412.1
A6W6C7	ABS02366.1
Q9K7W1	BAB06967.1
Q38WK8	CAI55424.1
C4ZBV1	ACR74241.1
C6DKG5	ACT11602.1
B7N7W4	CAR11314.1
Q4L6C8	BAE04797.1
Q92I58	AAL03100.1
Q820F6	BAC73833.1
A4WQD5	ABP69599.1
A8GJV5	ABV43395.1
B9JR47	ACM35460.1
A8A504	ABV07608.1
Q7V388	CAE18656.1
A0RJF2	ABK87345.1
B2UNJ3	ACD05709.1
B2I5X2	ACB92761.1
C4K6C1	ACQ68114.1
P57311	BAB12932.1
A8Z3Z7	ABX29365.1
B8JAU0	ACL63751.1
Q2SKZ0	ABC28684.1
B1XD29	ACB01338.1
A8EVW0	ABV68083.1
C4ZVV9	ACR65056.1
Q8TPU8	AAM05212.1
P9WJM2	AAK44323.1
B4EUF0	CAR40612.1
Q6FYT1	CAF26599.1
A8H191	ABV86328.1
A3NZL5	ABN89117.1
B1WPP6	ACB51616.1
B3CSG3	BAG40364.1
A7HI47	ABS28393.1
B1LUQ0	ACB25486.1
Q9PP65	CAL34986.1
Q3A131	ABA89926.1
B9KHN2	ACM48994.1
Q47VJ4	AAZ26612.1
B1YSS4	ACB62985.1
A2RNJ0	CAL98880.1
B7M134	CAQ96980.1
Q8P9N5	AAM41107.1
C1AQ68	BAH26447.1
Q9ZEH5	CAA11403.1
Q6A9Q2	AAT82514.1
B8H091	ACL96099.1
B2SM84	ACD59084.1
B2SM84	ACD59275.1
Q4QLF8	AAX88139.1
Q1BEB0	ABG06774.1
Q0I3X9	ABI25442.1
P17443	CAA36867.1
P17443	CAA36776.1
P17443	CAA38867.1
P17443	AAC73201.1
P17443	BAB96658.1
Q92CH6	CAC96426.1
B3E3Y0	ACD94394.1
A5D147	BAF60044.1
B2VD91	CAO95801.1
Q46XL1	AAZ62122.1
Q07I26	ABJ08408.1
Q03GC5	ABJ67747.1
B0TGC2	ABZ84618.1
Q49WW5	BAE18733.1
Q04VG7	ABJ75103.1
A2RG97	CAM30876.1
Q8TU03	AAM03725.1
Q3IG02	CAI87554.1
B1I891	ACA36239.1
Q5LU71	AAV94483.1
Q31W66	ABB67692.1
A3D8R8	ABN63131.1
B9IR64	ACM11339.1
A0QQZ3	ABK75282.1
A0QQZ3	AFP37386.1
A6QG53	BAF67335.1
O27225	AAB85646.1
O30569	AAB71350.1
O30569	CAC45498.1
Q12VU4	ABE52432.1
A4WQD8	ABP69602.1
B9JH54	ACM27051.1
Q747V4	AAR36552.1
P9WPW8	AAK45644.1
P11408	CAA32393.1
Q68WW9	AAU03873.1
Q0BKJ3	ABI83391.1
Q88PW2	AAN66361.1
P41354	CAA79807.1
P41354	AAK75277.1
Q46LT2	AAZ57546.1
Q7MPA3	BAC93225.1
Q732F9	AAS42858.1
Q3BXF2	CAJ22461.1
A6Q504	BAF70563.1
Q5M627	AAV59979.1
A7X306	BAF78469.1
A9R1E0	ABX87913.1
Q2K6C2	ABC91614.1
A5F5B4	ABQ20696.1
A5F5B4	ACP10614.1
Q631P8	AAU15479.1
P59574	AAO27207.1
Q5FKV3	AAV42671.1
Q38XM9	CAI55051.1
B0BRD0	ABY70115.1
Q2JVR9	ABC99162.1
Q5PDH1	AAV76158.1
Q6HBI9	AAT63301.1
B8GMK2	ACL71834.1
B1J5G5	ACA71878.1
Q9AKP0	CAC33608.1
Q7MAC1	CAE09492.1
A5UZT9	ABQ92142.1
Q65NA1	AAU22103.1
Q65NA1	AAU39463.1
Q663V5	CAH23157.1
Q8RCS0	AAM23634.1
Q39YM1	ABB30653.1
B9MFR2	ACM34413.1
Q9X013	AAD35992.1
P78008	AAB95838.1
A5F5R2	ABQ19861.1
A5F5R2	ACP10484.1
Q9A1C7	AAK33396.1
Q9A1C7	AAZ50909.1
Q9ZDS8	CAA14709.1
A3N6J6	ABN83475.1
Q2YYE8	CAI81728.1
P95836	ABB57771.1
P95836	AAB47522.1
O58433	BAA29793.1
B1XI93	ACB00078.1
Q5PB22	AAV86508.1
P74069	BAA18145.1
P27543	AAA24780.1
P27543	AAO80272.1
P11861	AAA91577.1
Q7MNF4	BAC93527.1
A0RI44	ABK86887.1
Q9K9T0	BAB06284.1
A5IHZ7	ABQ56997.1
Q812W5	AAP10831.1
Q4JVX8	CAI37029.1
Q47AR7	AAZ48064.1
Q3B0X8	ABB25000.1
P70954	AAB53020.1
P70954	BAA22234.1
P70954	CAB12067.1
A9N776	ABX69468.1
B7M0S6	CAR00170.1
Q2A4H0	CAJ79066.1
B1LPC2	ACB15776.1
B7JVP1	ACK64612.1
B2SDS9	ACD31293.1
B4T977	ACF69816.1
A7I809	ABS55870.1
B6I1U3	BAG79028.1
Q5L1E0	BAD75240.1
Q5M3G7	AAV61068.1
Q46AH3	AAZ71119.1
Q1C1G0	ABG15712.1
Q02PQ1	ABJ12320.1
B7L9L4	CAU96534.1
Q0VND6	CAL17312.1
A5U5E1	ABQ74241.1
Q9JVT3	CAM07963.1
Q1MIY5	CAK07075.1
B1YV98	ACB64902.1
A0KJ40	ABK38767.1
Q9CGC2	AAK05273.1
Q487K8	AAZ24456.1
Q31XX2	ABB67086.1
C4L6N1	ACQ71910.1
B4TB82	ACF69682.1
A0RMK4	ABK81831.1
Q5WK54	BAD63251.1
Q8TV89	AAM02716.1
P57084	AAK40594.1
B8CNP2	ACJ29011.1
B4TS62	ACF90214.1
P0DC62	AAM78833.1
O67091	AAC07044.1
B1I1P4	ACA58656.1
A8G9J3	ABV39783.1
Q04IK8	ABJ55238.1
Q1JIP7	ABF33276.1
B1IWE3	ACA76826.1
Q6D272	CAG76122.1
Q8E1Q7	AAM99203.1
Q8FN70	BAC19087.1
B0SWN7	ABZ71665.1
Q3JL79	ABA53106.1
Q17YQ6	CAJ99220.1
A2RDX6	CAM30051.1
B8HUM7	ACL46229.1
A8AUI0	ABV11084.1
Q71Z81	AAT04383.1
P57282	BAB12902.1
B9KYU7	ACM05781.1
Q7VIC9	AAP77274.1
Q6AER9	AAT89126.1
B1LA54	ACB09202.1
A8A324	ABV06928.1
Q92D64	CAC96187.1
B6IBG0	BAG77434.1
Q49YV6	BAE18024.1
Q20Z38	ABD89598.1
C1FVW3	ACO86827.1
Q10YT5	ABG52589.1
Q979W4	BAB60188.1
B3QYG7	ACF13595.1
Q9KKS5	AAF96921.1
P57271	BAB12891.1
A0R112	ABK71019.1
A0R112	AFP40923.1
Q8Y825	CAC99171.1
A8FLJ3	ABV52330.1
Q9HI70	AAB18239.1
Q9HI70	CAC12593.1
Q3J0C4	ABA79760.1
B8FUR7	ACL22337.1
Q7MD44	BAC97218.1
A0A0H2ZHV3	ABJ14220.1
Q4QNJ6	AAX87401.1
A1SHP7	ABL81332.1
A3Q137	ABN98864.1
Q6LP50	CAG20926.1
P73735	BAA17783.1
A0KTW4	ABK47233.1
Q9R9J0	AAF08796.1
Q634L0	AAU16188.1
B0T316	ABZ73838.1
Q0SM71	ABH02057.1
Q0SM71	AEL69998.1
A8FFF0	ABV62967.1
B7VRL0	CAV26209.1
Q47884	AAA96261.1
P9WNF7	CCP45892.1
P33594	CAA51663.1
P33594	AAB18455.1
P33594	AAC76505.1
P33594	BAE77813.1
Q9APC2	AAK14076.1
Q6G7B7	CAG43906.1
Q6A5T5	AAT83878.1
Q0SZJ3	ABF05522.1
P38489	BAA05004.1
P38489	AAC43263.1
P38489	AAB40776.1
P38489	AAC73679.1
P38489	BAA35218.1
Q8PDM9	AAM39625.1
Q6GJR6	CAG39423.1
A6U025	ABR51793.1
Q88FX9	ACC64339.1
Q88FX9	AAN69541.1
Q02452	CAA40327.1
Q9CIU7	AAK04357.1
Q8RQP9	BAB86379.2
P26249	AAA24805.1
B7NFT9	CAR15646.1
Q03NP0	ABJ65182.1
Q88FY5	AAN69535.1
P96724	CAB07450.1
P96724	CAB15634.2
P9WH77	CCP43308.1
D8MHV4	CBL92422.1
P26250	AAA21838.1
O27324	AAB85745.1
D8K3Q1	ADJ25570.1
P17303	CAA35868.1
P17303	AAB02342.1
A7X624	BAF79259.1
Q9CLA6	AAK03417.1
Q87MA8	BAC60612.1
B7K379	ACK64399.1
P73265	BAA17293.1
A1KSH4	CAM09804.1
Q56582	CAA85478.1
Q56582	BAA22912.1
B0BS55	ABY68755.1
Q7N7F1	CAE13493.1
Q5F6X7	AAW90060.1
B1KD43	ACA87878.1
O27890	AAB86328.1
Q2G9Y4	ABD25339.1
P55357	AAB91607.1
B2JML0	ACC72804.1
C6BYZ2	ACS78816.1
P72338	AAB16901.1
Q8YGA4	AAL52437.1
P08633	CAA68626.1
Q4QSC5	AAY42993.1
B6JGK9	ACI93459.1
B6JGK9	AEI06409.1
Q1RJI9	ABE04475.1
Q8G1L9	AAN29623.1
Q8G1L9	AEM18040.1
P02962	CAA25808.1
P02962	CAA25807.1
P02962	AAA98360.1
P02962	AAB95328.1
P02962	AAK65133.1
B3Q6T3	ACF03232.1
Q8VVF0	CAC80542.1
P45017	AAC22727.1
B1LJ00	ACB20080.1
Q8DTM1	AAN58989.1
B2K819	ACC89640.1
Q1IS57	ABF40293.1
A3PKI2	ABN76848.1
Q39QB5	ABB33559.1
Q2P0V8	BAE69819.1
Q57KT2	AAX66680.1
Q32DQ1	ABB62554.1
B5EFG1	ACH40916.1
A4TM29	ABP40341.1
P17862	CAA37131.1
P17862	BAB52500.1
P17862	AAB47353.1
A4WT70	ABP70584.1
B5RDG6	CAR38553.1
A1BF32	ABL65009.1
A4FPT8	CAM06063.1
A1KNE3	CAL73159.1
Q4FM83	AAZ21706.1
Q1GZL1	ABE50326.1
Q5PN58	AAV76545.1
Q39ZB4	ABB30410.2
Q89AU2	AAO26881.1
B2K815	ACC89636.1
C6E8M5	ACT20016.1
A0PR40	ABL04809.1
Q2YNC7	CAJ10780.1
A1SE29	ABL80064.1
Q2IL12	ABC82339.1
A9B4Z6	ABX05719.1
B0TH77	ABZ84752.1
Q1LT98	ABF14223.1
Q2GDX9	ABD45773.1
Q2YNF5	CAJ10786.1
O67386	AAC07349.1
A6X1N2	ABS15136.1
A0Q8G4	ABK90529.1
Q8YZV7	BAB72306.1
Q2GGD7	ABD44665.1
C6CEF6	ACT06265.1
A3N7M5	ABN82380.1
A9B4Z5	ABX05718.1
B5YKI3	ACI20672.1
Q2K9S5	ABC90411.1
B8D8W4	ACL30536.1
Q5NIM7	CAG44672.1
A9HN78	ACI50499.1
A9HN78	CAP56405.1
B3QXL8	ACF14933.1
Q8K9Y1	AAM67721.1
B3PW00	ACE90652.1
A4FPT9	CAM06064.1
Q142H1	ABE29768.1
A5FXJ9	ABQ30331.1
Q473T5	AAZ60348.1
A1VM61	ABM36739.1
B9LGT9	ACM53541.1
B7UFT7	CAS09967.1
A6QCG2	BAF73171.1
Q7NZH3	AAQ58623.1
B9IRS8	ACM15536.1
Q07NM6	ABJ06458.1
Q62IP2	AAU49828.1
Q2NA74	ABC63417.1
B3QP54	ACF11707.1
Q2IL09	ABC82342.1
B3Q7N4	ACF01800.1
A8GRR7	ABV76092.1
A9CJB2	AAK87064.1
B6IZ48	ACJ17976.1
Q1QST3	ABE60475.1
B9L170	ACM05156.1
B4U8I1	ACG57442.1
Q8F7Q7	AAN48086.2
Q81K03	AAP29183.1
Q81K03	AAT34682.1
Q81K03	AAT57436.1
A7ZBE5	EAT97862.1
Q4FU55	AAZ18453.1
A0LDR7	ABK46110.1
Q1C6B0	ABG14012.1
A9II07	CAP42019.1
A9M3D4	ABX74028.1
A8I421	BAF87679.1
Q2A1F3	CAJ80266.1
Q7VZQ2	CAE41147.1
B3CUK2	BAG41049.1
B1J6S8	ACA72367.1
Q492H8	AAZ41121.1
B3EKA0	ACE04527.1
Q8FFK0	AAN81277.1
B7NNV5	CAR18549.1
P26524	CAA44377.1
P26524	BAA10882.1
A7ZPR0	ABV17724.1
Q9V2E8	CAB49050.1
Q9V2E8	CCE69502.1
Q1RKE6	ABE04168.1
A5GP52	CAK24717.1
C1D0H2	ACO45346.1
P0A2L0	CAD05508.1
P0A2L0	AAO68718.1
B3PVZ9	ACE90651.1
A7NEJ7	ABU62400.2
B1WZG2	ACB51114.1
Q9I0J9	AAG06027.1
Q2NA64	ABC63427.1
O25851	AAD08307.1
A5FQX9	ABQ17400.1
B0JHQ5	BAG05467.1
A1SE30	ABL80065.1
Q82TV0	CAD85681.1
Q15TZ2	ABG40646.1
B7UFU5	CAS09975.1
Q9PEA4	AAF83934.1
Q4UJZ5	AAY62144.1
Q1CS23	ABF85249.1
B7N2J8	CAR10667.1
Q0T506	ABF03609.1
B1JJK8	ACA66659.1
B1LAB2	ACB09260.1
Q5NRI7	AAV88667.1
Q47LF1	AAZ56721.1
Q28T49	ABD54113.1
Q8P7K1	AAM41882.1
Q1CI15	ABG18365.1
Q1CI15	EEO76666.1
Q7VW25	CAE42719.1
B2J6S7	ACC83853.1
Q1CN68	ABG16562.1
Q1CN68	EEO78480.1
A3PW53	ABN97130.1
A7HA27	ABS25573.1
Q87KQ7	BAC61182.1
Q8RBC6	AAM24152.1
A8FKT3	ABV52070.1
Q2KYV3	CAJ49823.1
A3M2P8	ABO11192.1
Q5X3L5	CAH13171.1
A7H9V2	ABS25498.1
Q1QRF9	ABE61188.1
Q04XA6	ABJ80289.1
Q97JN3	AAK79212.1
B3W9W2	CAQ67481.1
Q8UHX5	AAK86347.1
Q8XIH4	BAB81851.1
Q5KWN2	BAD76904.1
Q39QR4	ABB33410.1
Q74LQ9	AAS08106.1
Q8PPR7	AAM35507.1
A5ILP7	ABQ47120.1
Q8PY44	AAM30716.1
Q1CUK0	ABF84372.1
Q8TKT5	AAM06680.1
Q2NCX8	ABC62463.1
P0AFH0	CAA68548.1
P0AFH0	AAC74417.1
P0AFH0	BAA14928.1
A1KUZ7	CAM10696.1
P37994	CAA51713.1
P37994	ADN00152.1
E6N013	EFV62801.1
E6N013	ADY95283.1
E6N013	CAA46079.1
A6Q1W6	BAF69475.1
P9WJW5	AAB06752.1
P9WJW5	CCP44073.1
B4E9G6	CAR53067.1
B1Y280	ACB35533.1
B2USD4	ACD47766.1
A5I524	ABS36231.1
A5I524	CAL84151.1
P13156	AAA25118.1
B4RQP4	ACF30854.1
Q0SM73	ABH02055.1
Q0SM73	AEL69997.1
B3Q731	ACE98719.1
B1JF57	ACA74975.1
A1R787	ABM06620.1
Q4FP46	AAZ21043.1
Q3A9W4	ABB15940.1
Q5M3C8	AAV61107.1
Q5PKI8	AAV76092.1
Q8F2D1	AAN50039.1
B1VXD8	BAG21784.1
Q1J652	ABF38131.1
Q2YT86	CAI81202.1
