scientific_name,temp,dif,taxid
Actinomycetospora lutea,28.0,0.0,663604
Millisia brevis,29.0,0.0,264148
Rhizobium mesosinicum,28.0,0.0,335017
Caloramator boliviensis,60.0,0.0,568790
Leucobacter iarius,29.0,0.0,333963
Rhodovulum salis,30.0,0.0,1155475
Cellulomonas flavigena,29.33333333333333,0.0,1711
Candida succiphila,25.0,0.0,
Psychromonas profunda,5.0,0.0,174037
Planomonospora corallina,28.0,0.0,1806052
Streptococcus rupicaprae,37.0,0.0,759619
Geothermobacter ehrlichii,50.0,0.0,213224
Dongia soli,28.0,0.0,600628
Pseudomonas fuscovaginae,29.0,0.0,50340
Clostridium ramosum,37.0,0.0,
Nonomuraea fastidiosa,29.0,0.0,46173
Novosphingobium gossypii,30.0,0.0,1604774
Penicillium thomii,24.0,0.0,36647
Prauserella soli,28.0,0.0,1356851
Campylobacter lari subsp. lari,37.0,0.0,650054
Adhaeribacter aerophilus,24.0,0.0,670288
Legionella cardiaca,37.0,0.0,1071983
Nocardia pseudobrasiliensis,32.333333333333336,0.7777777777777768,45979
Rhodococcus pyridinivorans,30.83333333333333,2.25,103816
Thiomicrospira halophila,30.0,0.0,
Actinotrichia fragilis,15.0,0.0,268562
Thelebolus polysporus,15.0,0.0,2045004
Bartonella quintana,37.0,0.0,803
Brevundimonas vesicularis,27.0,0.8095238095238101,41276
Microbacterium azadirachtae,28.0,0.0,582680
Nonomuraea polychroma,31.66666666666667,0.0,46176
Desulfovibrio intestinalis,31.75,1.75,58621
Streptococcus sanguinis,37.0,0.0,1305
Sulfurospirillum arsenophilum,30.0,0.0,56698
Salmonella enterica subsp. enterica,37.0,1.304347826,59201
Dyella mobilis,24.0,0.0,1849582
Pigmentiphaga sp.,28.5,0.5,1977564
Desulfacinum subterraneum,60.0,0.0,182984
Microbacterium ginsengisoli,30.25,2.25,400772
Geobacillus lituanicus,55.0,0.0,169283
Halothiobacillus neapolitanus,28.33333333333333,1.1111111112222234,927
Comamonas terrigena,30.0,0.57142857142857,32013
Isoptericola dokdonensis,30.0,0.0,372663
Roseospirillum parvum,28.0,0.0,83401
Yaniella soli,28.0,0.0,587739
Paenibacillus macquariensis macquariensis,22.0,0.0,
Leptospira idonii,37.0,0.0,1193500
Nonomuraea jabiensis,28.0,0.0,882448
Roseovarius nanhaiticus,30.0,0.0,573024
Streptococcus pneumoniae 7C,37.0,0.0,
Eubacterium ramulus,37.0,0.0,39490
Brevibacillus ginsengisoli,30.0,0.0,363854
Lactobacillus florum,30.0,0.0,640331
Parafilimonas rhizosphaerae,29.0,0.0,1864942
Alteromonas sp.,24.75,2.375,232
Algibacter alginicilyticus,28.0,0.0,1736674
Leptospira santarosai Fluminense,29.0,0.0,
Arthrobacter psychrochitiniphilus,20.0,0.0,291045
Pylaiella washingtoniensis,10.0,0.0,1240995
Pandoraea sp.,37.0,0.0,1883445
Lentzea cavernae,28.0,0.0,2020703
Glycomyces artemisiae,20.0,0.0,1076443
Methylogaea oryzae,30.0,0.0,1295382
Stackebrandtia endophytica,28.0,0.0,1496996
Pedobacter ginsenosidimutans,40.0,0.0,687842
Paenibacillus durus,30.0,0.0,44251
Sneathiella chungangensis,30.0,0.0,1418234
Leptospira interrogans Mwogolo,29.0,0.0,
Pyrococcus furiosus,93.5,3.5,2261
Hydrogenophaga taeniospiralis,30.0,0.0,65656
Fusobacterium naviforme,37.0,0.0,77917
Corynebacterium timonense,37.0,0.0,441500
Desulfofundulus thermobenzoicus,60.0,0.0,29376
Photobacterium galatheae,28.0,0.0,1654360
Escherichia coli O104: H21,30.0,0.0,
Nonomuraea helvata,31.66666666666667,0.0,37484
Hydrogenivirga caldilitoris,75.0,0.0,246264
Massilia glaciei,17.0,0.0,1524097
Paraburkholderia azotifigens,26.0,0.0,2057004
Flectobacillus roseus,25.0,0.0,502259
Flavihumibacter petaseus,28.0,0.0,549295
Tetrasphaera veronensis,25.0,0.0,330836
Kitasatospora psammotica,28.0,0.0,67349
Marivita hallyeonensis,30.0,0.0,996342
Tamlana crocina,29.0,0.0,393006
Phormidium sp. ,20.0,0.0,
Sporidiobolus pararoseus,23.0,0.0,5003
Desulfovibrio alaskensis,33.5,1.1666666666666652,58180
Lacinutrix venerupis,25.0,0.0,1486034
Modestobacter multiseptatus,21.0,0.0,88139
Fabibacter halotolerans,24.0,0.0,333139
Mycosphaerella punctiformis,22.0,0.0,
Streptococcus porcorum,37.0,0.0,701526
Lactobacillus reuteri,37.0,0.5962962962962962,1598
Abyssivirga alkaniphila,28.0,0.0,1675854
Candidatus Amoebophilus asiaticus,25.0,0.0,281120
Serratia ficaria,30.0,0.0,61651
Methylobacterium komagatae,28.0,0.0,374425
Weissella diestrammenae,30.0,0.0,1162633
Streptomyces cinereoruber subsp. fructofermentans,28.0,0.0,152141
Lactobacillus quenuiae,25.0,0.0,2008377
Desulfotalea psychrophila,8.0,0.0,84980
Thermobacillus composti,50.0,0.0,377615
Rhysamphichloris curta,20.0,0.0,1815954
Thalassotalea coralli,28.0,0.0,1776033
Herbidospora soli,22.0,0.0,1070425
Sphingomonas xinjiangensis,29.0,0.0,643568
Chryseobacterium taihuense,30.0,0.0,1141221
Halomonas alimentaria,30.0,0.0,147248
Mycobacterium agri,37.0,0.0,
Ancylobacter sonchi,30.0,0.0,1937790
Phoma exigua var. inoxidabilis,20.0,0.0,
Kordia zosterae,22.0,0.0,1834927
Leptospira borgpetersenii Moldaviae,29.0,0.0,
Campylobacter peloridis,37.0,0.0,488546
Bacillus vedderi,30.0,0.0,
Corynebacterium callunae,29.33333333333333,0.0,1721
Falsibacillus pallidus,33.5,0.0,493781
Moritella marina,15.0,0.0,90736
Nocardia casuarinae,28.0,0.0,1463564
Psychrobacter arcticus,20.0,0.0,334543
Nocardiopsis chakaensis,28.0,0.0,
Lotharella reticulosa,20.0,0.0,948515
Halomonas aestuarii,25.0,0.0,1897729
Methylotenera versatilis,25.0,0.0,1055487
Psychromonas sp.,12.0,0.0,1884585
Aquabacterium citratiphilum,29.0,0.0,70582
Blastphysa rhizopus,15.0,0.0,
Nocardia tsunamiensis,28.0,0.0,
Sphacelaria plumigera,10.0,0.0,
Alicyclobacillus montanus,40.0,0.0,1830138
Izhakiella capsodis,23.5,4.5,1367852
Lycoperdon perlatum,22.0,1.666666667,90686
Paraglaciecola mesophila,26.66666666666667,1.0,197222
Erwinia toletana,27.5,0.0,92490
Actinomadura rubrobrunea,55.0,0.0,115335
Streptococcus pneumoniae 35B,37.0,0.0,
Stigmatella hybrida,28.0,0.3333333331666665,394097
Amycolatopsis halotolerans,28.0,0.0,330083
Rhodothermus profundi,70.0,0.0,633813
Eubacterium rectale,37.0,0.0,
Bacillus kochii,30.0,1.125,859143
Thiomicrospira sibirica,30.0,0.0,92246
Arthrobacter parietis,27.33333333333333,0.3333333333333333,271434
Sarcodontia setosa,25.0,0.0,
Campylobacter corcagiensis,37.0,0.0,1448857
Haloarcula sp.,37.0,0.0,44098
Byssovorax cruenta,30.0,0.0,293647
Micromonospora matsumotoense,29.0,0.0,121616
Rhodovulum lacipunicei,30.0,0.0,487515
Listeria monocytogenes IIa,30.0,0.0,
Streptomyces albidus,30.0,0.0,67266
Geodermatophilus ruber,28.0,0.0,504800
Gluconacetobacter sacchari,27.66666666666667,0.3333333333333333,92759
Flavobacterium xanthum,17.5,0.0,69322
Nocardia devorans,28.0,0.0,163673
Paenibacillus pectinilyticus,30.0,0.0,512399
Pseudoxanthomonas taiwanensis,48.33333333333334,1.4444444444444435,176598
Rhabdothermus arcticus,65.0,0.0,874266
Aequorivita capsosiphonis,25.0,0.0,487317
Streptomyces fildesensis,28.0,0.0,375757
Kangiella koreensis,30.0,0.0,261964
Halomicronema sp.,23.0,0.0,
Rhizobium mayense,27.5,0.0,1312184
Bacillus deserti,30.0,0.0,673318
Leptospira borgpetersenii Kenya,30.0,0.0,
Mycetohabitans endofungorum,30.0,0.0,417203
Agromyces subtropicus,28.0,0.0,717859
Mycobacterium heidelbergense,37.0,0.0,53376
Nocardioides simplex,27.5,0.0,
Leptospira interrogans Jonsis,29.0,0.0,
Curtobacterium citreum,30.83333333333333,1.5,2036
Sphingomonas canadensis,28.0,0.0,1219257
Veillonella sp.,37.0,0.0,1926307
Streptococcus didelphis,37.0,0.0,102886
Hypochnicium punctulatum,22.0,0.0,175269
Staurastrum inconspicuum,20.0,0.0,
Streptomyces lomondensis,28.0,0.0,68229
Photorhabdus luminescens caribbeanensis,30.0,0.0,
Alexandrium sp. ,20.0,0.0,
Mesorhizobium ciceri,28.0,0.22222222222222232,39645
Paenibacillus illinoisensis,30.0,0.0,59845
Burkholderia sartisoli,30.0,0.0,
Thielavia subthermophila,23.0,0.0,
Bacillus populi,30.0,0.0,2011011
Flintibacter sp.,37.0,0.0,1918624
Pedinomonas minor,20.0,0.0,3159
Novosphingobium naphthae,27.0,0.0,1776118
Robiginitomaculum antarcticum,20.0,0.0,437507
Arthrobacter polychromogenes,30.0,0.0,
Pseudooceanicola nanhaiensis,30.0,0.0,375761
Streptomyces vitaminophilus,28.0,0.0,76728
Micromonospora echinospora subsp. ferruginea,28.0,0.0,
Catenuloplanes niger,28.0,0.0,587534
Haloterrigena hispanica,35.0,0.0,392421
Antrodia malicola,30.0,0.0,
Streptococcus suis 5,37.0,0.0,
Streptomyces atrovirens,28.0,0.0,285556
Prauserella salsuginis,37.0,0.0,387889
Psychrobacter namhaensis,30.0,0.0,292734
Lindnera rhodanensis,25.0,0.0,
Selenomonas infelix,37.0,0.0,135082
Rahnella woolbedingensis,28.0,0.0,1510574
Leminorella grimontii,33.5,0.0,82981
Burkholderia pseudomallei,35.0,2.21428571428571,28450
Allobranchiibius huperziae,21.0,0.0,1874116
Laetiporus sulphureus,24.0,0.333333333,5630
Escherichia coli O111: K58(B4),30.0,0.0,
Saccharopolyspora rectivirgula,55.0,2.85714285707143,28042
Thermocrinis albus,80.0,0.0,136094
Streptomyces mirabilis,29.5,1.5,68239
Actinoplanes lobatus,32.5,0.0,113568
Borrelia californiensis,34.5,0.0,
Parasphingopyxis lamellibrachiae,28.0,0.0,680125
Exiguobacterium aestuarii,32.5,1.5,273527
Ornithinimicrobium muralis,30.0,0.0,
Sphingopyxis bauzanensis,28.0,0.0,651663
Sporochnus sp. no data ,10.0,0.0,
Nocardia asiatica,29.0,0.0,209252
Oxyrrhis marina,20.0,0.0,2969
Haloquadratum walsbyi DSM 16790,45.0,0.0,362976
Fusarium solani,25.0,1.1,169388
Bacteroides acidifaciens,37.0,0.0,85831
Pararhodospirillum oryzae,32.0,0.0,478448
Pectobacterium aroidearum,28.0,0.0,1201031
Vibrio zhuhaiensis,25.0,0.0,1131610
Fusobacterium periodonticum,37.0,0.0,860
Desulfovibrio giganteus,33.5,3.5,181662
Demequina maris,28.0,0.0,
Pseudomonas guguanensis,31.0,0.0,1198456
Leisingera aquaemixtae,30.0,0.0,1396826
Aliihoeflea sp.,28.0,0.0,2608088
Pseudoalteromonas neustonica,25.0,0.0,1840331
Rhodovibrio salinarum,37.0,0.0,1087
Mucilaginibacter jinjuensis,20.0,0.0,1176721
Nakamurella multipartita,29.0,0.0,53461
Haladaptatus cibarius,37.0,0.0,453847
Saccharothrix coeruleofusca,28.0,0.0,33919
Brevundimonas vancanneytii,30.0,0.0,1325724
Planomonospora parontospora subsp. parontospora,28.0,0.0,97194
Karenia mikimotoi,20.0,0.0,225107
Paenibacillus abyssi,28.0,0.0,1340531
Streptomyces camponoticapitis,24.0,0.0,1616125
Glaciecola sp.,20.0,2.6666666666666696,1905676
Loktanella maricola,25.0,0.0,
Halomonas halocynthiae,25.0,0.0,176290
Tessaracoccus rhinocerotis,22.0,0.0,1689449
Rubrimonas cliftonensis,29.0,0.0,89524
Mesorhizobium sp.,30.0,0.5,1871066
Nafulsella turpanensis,28.0,0.0,1265690
Sharpea azabuensis,37.0,0.0,322505
Shimia sagamensis,25.0,0.0,1566352
Poterioochromonas malhamensis,20.0,0.0,88167
Anaeromicrobium sediminis,37.0,0.0,1478221
Allofrancisella inopinata,28.0,0.0,1085647
Campylobacter coli,37.0,0.14553990610328635,195
Polynucleobacter sphagniphilus,18.0,0.0,1743169
Elstera cyanobacteriorum,28.0,0.0,2022747
Methylorubrum extorquens,30.0,0.818181818181818,408
Salmonella enterica arizonae,30.0,0.0,
Cohnella luojiensis,30.0,0.0,652876
Caldanaerobacter subterraneus subsp. uzonensis,60.0,0.0,
Desulfovibrio capillatus,38.5,0.0,218206
Lactobacillus nagelii,30.0,0.0,82688
Mucilaginibacter gracilis,25.0,0.0,423350
Pyrobaculum ferrireducens,90.0,0.0,1104324
Lepidodinium chlorophorum,20.0,0.0,107758
Methanothermus fervidus DSM 2088,83.0,0.0,523846
Vibrio hepatarius,26.5,0.0,171383
Microcystis aeruginosa,18.0,1.49266862170088,1126
Streptococcus gallolyticus pasteurianus,37.0,0.0,
Actinospica robiniae,28.0,0.0,304901
Chlorella vulgaris,20.0,0.0,3077
Lactobacillus apis,32.5,2.5,303541
Pseudarthrobacter sulfonivorans,28.0,0.0,121292
Carnobacterium viridans,27.5,0.0,174587
Mycobacterium timonense,30.0,0.0,701043
Nocardiopsis rhodophaea,28.0,0.0,280238
Fusarium graminearum,25.0,1.7,5518
Craticula pseudocitrus,20.0,0.0,2055816
Chlorella sorokiniana,20.0,0.0,3076
Agrobacterium skierniewicense,30.0,0.0,
Komagataeibacter nataicola,30.0,0.0,265960
Geminicoccus roseus,30.0,0.0,404900
Microbacterium petrolearium,32.5,4.5,1652031
Mycobacterium cookii,29.0,0.0,1775
Pseudocitrobacter anthropi,29.0,0.0,1398496
Shewanella hafniensis,19.5,0.0,365590
Flexivirga lutea,30.0,0.0,1752931
Zhihengliuella alba,28.0,0.0,547018
Pectinatus sp.,30.0,0.0,
Cladocopium sp. ,20.0,0.0,
Methanobrevibacter cuticularis,37.0,0.0,47311
Providencia rettgeri,32.333333333333336,0.7777777777777768,587
Chalara sp.,27.0,0.0,36534
Salmonella enterica enterica Muenchen,30.0,0.0,
Mycoplasma meleagridis,37.0,0.0,29561
Aureibacillus halotolerans,30.0,0.0,1508390
Cricetibacter osteomyelitidis,37.0,0.0,1521931
Brevifollis gellanilyticus,27.0,0.0,748831
Collinsella aerofaciens,37.0,0.0,74426
Colwellia beringensis,12.0,0.0,1967665
Contubernalis alkalaceticum,35.0,0.0,
Mycobacterium confluentis,37.0,0.0,
Gemmobacter straminiformis,28.0,0.0,2045119
Comamonas testosteroni,30.0,0.52063492052381,285
Pyramimonas disomata,20.0,0.0,67781
Desulfotomaculum ferrireducens,50.0,0.0,1833852
Paenarthrobacter nitroguajacolicus,28.0,0.0,211146
Haloterrigena turkmenica DSM 5511,51.0,0.0,543526
Methanosarcina horonobensis,37.0,0.0,418008
Psychromonas aquatilis,30.0,0.0,2005072
Sulfurimonas hongkongensis,25.0,0.0,1172190
Thauera aromatica,30.0,0.4,59405
Mangroviflexus xiamenensis,37.0,0.0,995053
Marinomonas arctica,18.0,0.0,383750
Bacillus cytotoxicus,33.5,0.0,580165
Altererythrobacter halimionae,28.0,0.0,1926630
Ancylobacter polymorphus,30.0,0.77777777788889,223390
Glycomyces arizonensis,28.0,0.0,256035
Lactobacillus vespulae,30.0,0.0,1249630
Paenibacillus sediminis,30.0,0.0,664909
Marivirga sericea,25.0,0.0,1028
Prevotella imum,37.0,0.0,
Neisseria shayeganii,37.0,0.0,607712
Staphylococcus cohnii subsp. urealyticus,37.0,0.583333333333335,94138
Sphingomonas carotinifaciens,26.0,0.0,1166323
Brevundimonas viscosa,23.0,0.0,871741
Marinovum algicola,28.0,0.25,42444
Lechevalieria xinjiangensis,28.0,0.0,402600
Clostridium difficile A,37.0,0.0,
Ignicoccus hospitalis KIN4/I,90.0,0.0,453591
Flavobacterium orientale,17.0,0.0,1756020
Tessaracoccus lubricantis,28.0,0.0,545543
Thermoanaerobacter pentosaceus,70.0,0.0,694059
Bacillus aidingensis,30.0,0.0,384933
Nocardia sungurluensis,28.0,0.0,1128672
Neosartorya spinosa,25.0,0.0,
Paenibacillus odorifer,30.0,0.0,189426
Sulfolobus tokodaii,75.0,0.0,
Psychrobacter celer,28.0,0.0,306572
Acholeplasma laidlawii,37.0,0.0,2148
Frondibacter mangrovi,24.0,0.0,1968282
Marinobacter vinifirmus,27.5,0.0,355591
Streptomyces rubrogriseus,28.0,0.0,194673
Vibrionimonas magnilacihabitans,28.0,0.0,669455
Cohnella rhizosphaerae,30.0,0.0,1457232
Marinobacter profunda,28.0,0.0,
Desulfotomaculum thermocisternum,60.0,0.0,
Bacillus thuringiensis  novosibirsk,0.0,0.0,
Acidiplasma aeolicum DSM 18409 = JCM 14615,45.0,0.0,
Megamonas rupellensis,37.0,0.0,491921
Parapedobacter soli,30.0,0.0,416955
Vibrio navarrensis,29.25,1.75,29495
Nocardiopsis nikkonensis,28.0,0.0,629485
Streptomyces alni,28.0,0.0,380248
Bacillus sphaericus  H32,0.0,0.0,
Hymenobacter deserti,22.0,0.0,
Proteocatella sphenisci,30.0,0.0,181070
Flavobacterium caeni,22.0,0.0,490189
Lactococcus raffinolactis,30.0,0.0,1366
Fontibacillus aquaticus,30.0,0.0,329267
Phenylobacterium immobile,29.66666666666667,0.4444444444444444,21
Saccharospirillum salsuginis,28.0,0.0,418750
Methanothermococcus thermolithotrophicus,65.0,0.0,2186
Coenonia anatina,37.0,0.0,78329
Methylophaga sulfidovorans,25.0,0.0,45496
Spiroplasma alleghenense,30.0,0.0,216931
Haematobacter sp.,37.0,0.0,
Reyranella aquatilis,26.0,0.0,2035356
Neisseria meningitidis,37.0,0.0,487
Desulfobotulus sapovorans,30.0,0.0,888
Streptomyces blastmyceticus,29.0,0.0,68180
Streptomyces thermospinosisporus,45.0,0.0,161482
Sulfurospirillum sp.,25.0,4.166666666666665,2053622
Bifidobacterium angulatum,37.0,0.0,1683
Arthrobacter ilicis,30.0,0.0,
Citrobacter youngae,30.0,0.0,133448
Bifidobacterium vansinderenii,34.0,0.0,1984871
Sinobacterium sp.,13.0,1.0,1955255
Streptomyces variegatus,28.0,0.0,284040
Thermincola ferriacetica,60.0,0.0,281456
Arsenicicoccus piscis,28.0,0.0,673954
Fusarium ventricosum,25.0,0.0,42327
Bacillus daliensis,30.0,0.0,745820
Paenibacillus graminis,30.0,0.0,189425
Bacillus thioparans,25.0,0.0,370439
Delftia litopenaei,28.0,0.0,747302
Petriella setifera,30.0,0.0,42314
Micromonospora echinaurantiaca,26.5,0.0,47857
Phytophthora drechsleri,30.0,0.0,4794
Bacillus cavernae,4.0,0.0,1674310
Listeria grandensis,30.0,0.0,1494963
Kribbella deserti,25.0,0.0,1926257
Modicisalibacter sp.,28.0,0.0,
Rhodococcus percolatus,29.0,0.0,45461
Shewanella schlegeliana,25.0,0.0,190308
Frankia saprophytica,28.0,0.0,298655
Streptomyces radiopugnans,28.0,0.0,403935
Pseudoxanthomonas broegbernensis,30.0,0.0,83619
Thalassotalea loyana,20.0,0.0,280483
Morchella elata,25.0,0.0,39930
Chloromonas difformis,20.0,0.0,1034609
Malacoplasma penetrans,37.0,0.0,
Nesterenkonia xinjiangensis,28.0,0.0,225327
Methyloterrigena soli,28.0,0.0,1704088
Choricystis sp. ,15.0,0.833333333333333,
Solobacterium moorei,37.0,0.0,102148
Streptococcus bovimastitidis,37.0,0.0,1856638
Bacillus sphaericus  H1,0.0,0.0,
Pedobacter himalayensis,18.0,0.0,246796
Desulfurispirillum indicum,28.0,0.0,936456
Actinophytocola xinjiangensis,28.0,0.0,485602
Methylophaga frappieri,28.0,0.0,754477
Lactococcus sp.,28.75,2.75,44273
Pseudomonas oryzihabitans,29.33333333333333,0.7666666666666666,47885
Sutterella stercoricanis,37.0,0.0,234908
Undibacterium sp.,28.0,0.0,1914977
Metschnikowia zobellii,25.0,0.0,27328
Galaxaura rugosa,15.0,0.0,268570
Rhodovulum visakhapatnamense,27.5,0.0,364297
Hincksia conifera,10.0,0.0,
Lysobacter panaciterrae,30.0,0.0,363885
Stenotrophomonas humi,28.0,0.0,405444
Agrobacterium rubi,30.0,0.0,28099
Desulfomicrobium orale,37.0,0.0,132132
Citrobacter freundii pas de souche,30.0,0.0,
Acinetobacter bohemicus,30.0,0.0,1435036
Staphylococcus petrasii subsp. pragensis,37.0,0.0,1611836
Streptomyces nigrescens,28.0,0.0,1920
Natrinema pellirubrum DSM 15624,51.0,0.0,797303
Micromonospora avicenniae,28.0,0.0,1198245
Chloropicon sp. ,22.0,0.0,
Campylobacter fetus subsp. venerealis,37.0,0.0,32020
Coelastrum sp. ,20.0,0.0,
Kjellmaniella crassifolia,10.0,1.25,
Legionella fallonii,30.0,0.0,96230
Schumannella luteola,28.0,0.0,472059
Lactobacillus heilongjiangensis,30.0,0.0,1074467
Jiangella sp.,28.0,0.0,2017763
Yonghaparkia sp.,28.0,0.0,2021374
Sphingomonas roseiflava,29.0,0.0,76848
Gluconobacter oxydans suboxydans,30.0,0.0,
Volvox gigas,23.0,0.0,51717
Robbsia andropogonis,26.0,1.6666666666666698,28092
Mamiella sp. ,17.5,2.5,
Collinsella bouchesdurhonensis,37.0,0.0,1907654
Actinoplanes nipponensis,28.0,0.0,135950
Parageobacillus thermoglucosidasius,55.0,0.0,1426
Ulva australis,15.0,0.0,111616
Archangium gephyra,28.0,0.09307359295454544,48
Lactobacillus ultunensis,37.0,0.0,227945
Rhizobium ipomoeae,28.0,0.0,1210932
Holdemania massiliensis,37.0,0.0,1468449
Sphingobium wenxiniae,30.0,0.0,595605
Carnimonas nigrificans,30.0,0.0,64323
Desulfonatronum parangueonense,35.0,0.0,2047730
Bacillus thuringiensis  cameroun,0.0,0.0,
Nocardioides kandeliae,22.0,0.0,1972704
Aestuariimicrobium kwangyangense,29.0,0.0,396389
Barnettozyma vustinii,22.0,0.0,682598
Shewanella algae,23.33333333333333,2.0095238096666663,38313
Weissella fabaria,30.0,0.0,546157
Methylocystis rosea,25.0,0.0,173366
Micromonospora vinacea,28.0,0.0,709878
Sphingorhabdus litoris,30.0,0.0,
Tessaracoccus flavus,30.0,0.0,1610493
Xanthomonas bromi,28.0,0.0,56449
Erwinia tracheiphila,29.0,0.0,65700
Halosimplex carlsbadense 2-9-1,38.5,0.0,797114
Enhygromyxa salina,30.0,0.0,215803
Agrococcus baldri,26.5,0.0,153730
Pseudoclavibacter soli,28.0,0.0,452623
Nocardioides hungaricus,28.0,0.0,520089
Vibrio mangrovi,28.0,0.0,474394
Eudorina minodii,20.0,0.0,135198
Methanobrevibacter oralis,35.0,0.0,66851
Nocardiopsis quinghaiensis,28.0,0.0,464995
Flavobacterium sp.,24.0,2.8939393937727247,239
Pseudoalteromonas aliena,23.66666666666667,0.0,247523
Streptomyces vulcanius,28.0,0.0,1441876
Tetragenococcus halophilus subsp. flandriensis,30.0,0.0,1513898
Longibacter salinarum,40.0,0.0,1850348
Thermococcus barossii,80.0,0.0,54077
Candida friedrichii,20.0,0.0,
Virgibacillus campisalis,28.0,0.0,744463
Tolypothrix,22.0,0.0,111782
Sporotrichum azureum,24.0,0.0,
Paracoccus saliphilus,37.0,0.0,405559
Ascobolus immersus,24.0,0.0,5191
Leptospira interrogans Naam,29.0,0.0,
Saccharothrix xinjiangensis,28.0,0.0,204798
Chlamydomonas zebra,20.0,0.0,28464
Skermanella stibiiresistens,20.0,0.0,913326
Streptococcus ursoris,37.0,0.0,648567
Leptospira interrogans Recreo,29.0,0.0,
Diaphorobacter oryzae,28.0,0.0,491745
Schaalia radingae,37.0,0.0,131110
Streptomyces regensis,28.0,0.0,68263
Zobellia uliginosa,25.5,0.0,143224
Pontibacter mucosus,25.0,0.0,1649266
Roseomonas oryzicola,28.0,0.0,535904
Zhongshania antarctica,28.0,0.0,641702
Oudemansiella canarii,25.0,1.666666667,170854
Jongsikchunia kroppenstedtii,28.0,0.0,
Sulfitobacter litoralis,20.0,0.0,335975
Lysinibacillus chungkukjangi,37.0,0.0,1202712
Acetobacter aceti aceti,30.0,0.0,
Parvimonas vaginale,37.0,0.0,
Polaromonas eurypsychrophila,12.0,0.0,1614635
Pseudomonas mendocina,30.0,0.38095238095238,300
Paraglaciecola agarilytica,18.0,0.0,395568
Amylibacter cionae,22.0,0.0,2035344
Sandarakinorhabdus cyanobacteriorum,28.0,3.0,1981098
Phaeospirillum molischianum,25.0,0.0,1083
Aeromonas hydrophila ranae,30.0,0.0,
Bacillus thermocloacae,55.0,0.0,
Mycoplasmoides pneumoniae,37.0,0.0,
Nautilia nitratireducens,45.0,0.0,646273
Leuconostoc gelidum subsp. aenigmaticum,25.0,0.0,1607837
Litoricola lipolytica,22.0,0.0,418701
Paraburkholderia sabiae,30.0,0.0,273251
Mycoplasma mycoides mycoides,37.0,0.0,
Coolia  malayensis,20.0,0.0,
Pyropia kanakaensis,10.0,0.0,139729
Ambrosiella sulfurea,25.0,0.0,
Allochromatium palmeri,28.0,0.0,231048
Burkholderia fungorum,30.0,0.0,
Myceligenerans crystallogenes,28.0,0.0,316335
Aromatoleum petroleum,30.0,0.0,
Jeotgalibacillus alkaliphilus,35.0,0.0,1671556
Flavobacterium marinum,30.0,0.0,1159016
Borrelia turcica,35.0,0.0,229155
Marinobacter salinus,24.0,0.0,1874317
