level1	level2	level3	function	ERR599063	ERR599115	ERR599105	ERR3589586	ERR599052	ERR598981	ERR599048	ERR3589593	ERR598964	ERR599020	ERR599125	ERR598963	ERR598989	ERR599076	ERR599176
Human Diseases	Infectious diseases	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	CSK; c-src tyrosine kinase [EC:2.7.10.2]	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"CSL4, EXOSC1; exosome complex component CSL4"	0	161	1	0	4	76	42	270	171	83	91	30	1	0	2
Environmental Information Processing	Signal transduction	04340 Hedgehog signaling pathway [PATH:ko04340]	"CSNK1, CK1; casein kinase 1 [EC:2.7.11.1]"	18	11	106	2	36	5	38	37	19	28	27	119	28	0	28
Environmental Information Processing	Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	"CSNK1A; casein kinase 1, alpha [EC:2.7.11.1]"	2	4	10	2	12	2	9	3	0	5	8	11	6	0	3
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	"CSNK1D; casein kinase 1, delta [EC:2.7.11.1]"	6	0	17	0	14	0	7	2	2	2	5	13	9	0	4
Environmental Information Processing	Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	"CSNK1E; casein kinase 1, epsilon [EC:2.7.11.1]"	0	1	21	0	2	0	5	8	1	6	5	13	4	0	2
Environmental Information Processing	Signal transduction	04340 Hedgehog signaling pathway [PATH:ko04340]	"CSNK1G; casein kinase 1, gamma [EC:2.7.11.1]"	2	2	6	0	0	0	2	0	0	1	1	0	1	0	0
Cellular Processes	Cell communication	04520 Adherens junction [PATH:ko04520]	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	12	5	78	0	21	0	22	31	7	37	24	165	35	0	33
Cellular Processes	Cell communication	04520 Adherens junction [PATH:ko04520]	CSNK2B; casein kinase II subunit beta	21	28	200	0	46	44	128	68	28	63	154	113	94	0	56
Human Diseases	Infectious diseases	05144 Malaria [PATH:ko05144]	CSP; circumsporozoite protein	0	0	3	0	0	0	0	1	0	0	0	2	0	0	2
Genetic Information Processing	Translation	03015 mRNA surveillance pathway [PATH:ko03015]	CSTF1; cleavage stimulation factor subunit 1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1
Genetic Information Processing	Translation	03015 mRNA surveillance pathway [PATH:ko03015]	"CSTF2, RNA15; cleavage stimulation factor subunit 2"	0	1	8	0	0	2	5	6	2	4	3	23	0	0	0
Genetic Information Processing	Translation	03015 mRNA surveillance pathway [PATH:ko03015]	"CSTF3, RNA14; cleavage stimulation factor subunit 3"	0	2	0	0	0	0	6	1	1	2	1	19	0	0	0
Environmental Information Processing	Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	CTBP; C-terminal binding protein	5	13	9	0	6	22	9	9	13	10	34	13	5	0	2
Cellular Processes	Cell communication	04510 Focal adhesion [PATH:ko04510]	CTNNB1; catenin beta 1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	CTNNBL1; beta-catenin-like protein 1	0	0	0	0	0	0	3	0	2	3	0	14	1	0	1
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTNS; cystinosin	0	0	2	0	1	0	0	5	0	9	1	3	4	0	3
Environmental Information Processing	Signal transduction	04075 Plant hormone signal transduction [PATH:ko04075]	CTR1; serine/threonine-protein kinase CTR1 [EC:2.7.11.1]	0	1	1	0	1	0	0	0	0	3	0	13	1	0	0
Organismal Systems	Digestive system	04972 Pancreatic secretion [PATH:ko04972]	CTRL; chymotrypsin-like protease [EC:3.4.21.-]	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSA; cathepsin A (carboxypeptidase C) [EC:3.4.16.5]	7	11	58	0	27	0	34	24	12	24	16	92	19	0	48
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSB; cathepsin B [EC:3.4.22.1]	3	2	31	0	8	2	14	7	1	12	4	27	17	0	13
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSC; cathepsin C [EC:3.4.14.1]	1	6	21	0	7	0	5	4	3	6	3	6	11	0	10
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSD; cathepsin D [EC:3.4.23.5]	3	0	13	0	9	3	8	4	0	8	6	21	9	0	14
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSE; cathepsin E [EC:3.4.23.34]	0	1	3	0	1	0	0	0	0	0	0	4	0	0	3
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSF; cathepsin F [EC:3.4.22.41]	3	5	21	0	14	1	11	11	6	6	5	14	8	0	5
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSH; cathepsin H [EC:3.4.22.16]	4	4	9	0	8	0	7	5	3	3	2	10	8	0	4
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSK; cathepsin K [EC:3.4.22.38]	3	1	5	0	2	0	0	0	0	1	1	1	1	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	"CTSL2, CTSV; cathepsin V [EC:3.4.22.43]"	0	0	0	0	2	1	0	2	1	0	0	1	1	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSL; cathepsin L [EC:3.4.22.15]	32	43	103	0	94	20	45	49	17	41	38	116	90	0	31
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSO; cathepsin O [EC:3.4.22.42]	3	3	1	0	3	0	4	1	0	1	5	5	3	0	1
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSP; cathepsin P [EC:3.4.22.-]	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSS; cathepsin S [EC:3.4.22.27]	2	2	11	0	5	0	1	5	2	3	0	3	2	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSW; cathepsin W [EC:3.4.22.-]	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	CTSZ; cathepsin X [EC:3.4.18.1]	5	2	57	0	47	3	22	31	8	14	13	85	25	0	26
Cellular Processes	Cell communication	04530 Tight junction [PATH:ko04530]	"CTTN, EMS1; cortactin"	0	0	2	0	2	1	1	1	0	1	1	2	2	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04122 Sulfur relay system [PATH:ko04122]	"CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]"	12	9	16	0	8	5	13	44	9	15	29	15	13	0	3
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"CUL1, CDC53; cullin 1"	7	4	9	0	9	0	9	7	4	5	15	55	11	0	10
Environmental Information Processing	Signal transduction	04066 HIF-1 signaling pathway [PATH:ko04066]	CUL2; cullin 2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	CUL3; cullin 3	10	3	8	0	13	1	18	21	0	2	15	68	7	0	45
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	CUL4; cullin 4	10	3	14	0	1	0	8	12	0	9	4	80	6	0	14
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	CUL5; cullin 5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	CWC15; protein CWC15	0	0	2	1	1	0	0	1	0	0	0	12	0	0	0
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"	2452	1307	1366	0	2443	1608	1320	1408	1510	1648	896	2209	2506	1	2946
Cellular Processes	Cell growth and death	04115 p53 signaling pathway [PATH:ko04115]	CYC; cytochrome c	1003	282	563	1	1123	403	441	466	421	504	173	752	1134	0	1544
Cellular Processes	Cell motility	04810 Regulation of actin cytoskeleton [PATH:ko04810]	CYFIP; cytoplasmic FMR1 interacting protein	2	0	2	0	1	0	5	0	2	3	9	5	1	0	1
Human Diseases	Cancers	05204 Chemical carcinogenesis [PATH:ko05204]	"CYP2A; cytochrome P450, family 2, subfamily A [EC:1.14.14.1]"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Metabolism	Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	"CYP2U; cytochrome P450, family 2, subfamily U"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Human Diseases	Cancers	05204 Chemical carcinogenesis [PATH:ko05204]	"CYP3A; cytochrome P450, family 3, subfamily A [EC:1.14.14.1]"	0	0	1	0	0	0	0	0	1	0	2	1	1	0	0
Metabolism	Lipid metabolism	00071 Fatty acid metabolism [PATH:ko00071]	"CYP4A; cytochrome P450, family 4, subfamily A [EC:1.14.15.3]"	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0
Metabolism	Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	"CYP4F; cytochrome P450, family 4, subfamily F (leukotriene-B4 20-monooxygenase) [EC:1.14.13.30]"	0	0	5	0	1	0	4	0	0	1	0	88	4	0	1
Metabolism	Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	"CYP51; cytochrome P450, family 51 (sterol 14-demethylase) [EC:1.14.13.70]"	4	17	1	0	11	8	21	10	15	4	18	97	7	0	2
Metabolism	Metabolism of Other Amino Acids	00460 Cyanoamino acid metabolism [PATH:ko00460]	CYP79A1; tyrosine N-monooxygenase [EC:1.14.13.41]	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Metabolism	Amino acid metabolism	00380 Tryptophan metabolism [PATH:ko00380]	"CYP79B2; cytochrome P450, family 79, subfamily B, polypeptide 2 (tryptophan N-monooxygenase) [EC:1.14.13.125]"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Metabolism	Biosynthesis of other secondary metabolites	00940 Phenylpropanoid biosynthesis [PATH:ko00940]	"CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"	6939	2932	3894	21	7096	3799	3807	3780	3587	4330	2099	5623	7057	0	7310
Environmental Information Processing	Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	DAAM; dishevelled associated activator of morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Environmental Information Processing	Signaling molecules and interaction	04512 ECM-receptor interaction [PATH:ko04512]	DAG1; dystroglycan 1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0
Organismal Systems	Nervous system	04723 Retrograde endocannabinoid signaling [PATH:ko04723]	DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
Cellular Processes	Cell growth and death	04111 Cell cycle - yeast [PATH:ko04111]	DAM1; DASH complex subunit DAM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Human Diseases	Cancers	05200 Pathways in cancer [PATH:ko05200]	DAPK; death-associated protein kinase [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	"DARS, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]"	13076	10591	7417	27	12414	10212	9236	9817	10883	10810	7885	10451	11748	54	11733
Environmental Information Processing	Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	DAXX; death-associated protein 6	0	0	4	0	1	0	1	1	1	2	1	0	1	0	0
Cellular Processes	Cell growth and death	04111 Cell cycle - yeast [PATH:ko04111]	DBF20; cell cycle protein kinase DBF20 [EC:2.7.11.-]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Metabolism	Amino acid metabolism	00350 Tyrosine metabolism [PATH:ko00350]	DBH; dopamine beta-monooxygenase [EC:1.14.17.1]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Organismal Systems	Endocrine system	03320 PPAR signaling pathway [PATH:ko03320]	"DBI, ACBP; diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)"	2	6	5	0	0	1	3	4	12	4	7	11	3	0	1
Metabolism	Xenobiotics biodegradation and metabolism	00930 Caprolactam degradation [PATH:ko00930]	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	181	357	158	0	274	308	223	290	353	194	303	186	120	0	20
Metabolism	Lipid metabolism	00071 Fatty acid metabolism [PATH:ko00071]	"DCI; 3,2-trans-enoyl-CoA isomerase, mitochondrial [EC:5.3.3.8]"	3	0	2	0	0	0	2	1	0	1	1	14	0	0	3
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	DCK; deoxycitidine kinase [EC:2.7.1.74]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	DCP1; mRNA-decapping enzyme subunit 1	0	0	2	0	0	0	2	2	1	1	7	1	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	DCP2; mRNA-decapping enzyme subunit 2 [EC:3.-.-.-]	2	1	5	0	12	0	2	2	1	2	4	32	6	0	5
Human Diseases	Neurodegenerative diseases	05016 Huntington's disease [PATH:ko05016]	DCTN1; dynactin 1	0	0	2	0	3	0	3	3	5	7	9	6	0	0	5
Human Diseases	Neurodegenerative diseases	05016 Huntington's disease [PATH:ko05016]	DCTN4; dynactin 4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems	Excretory system	04962 Vasopressin-regulated water reabsorption [PATH:ko04962]	DCTN5; dynactin 5	1	0	4	0	1	0	0	1	1	3	1	3	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	DDB1; DNA damage-binding protein 1	1	0	20	0	8	0	7	14	2	18	3	105	14	0	14
Cellular Processes	Cell growth and death	04115 p53 signaling pathway [PATH:ko04115]	DDB2; DNA damage-binding protein 2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Human Diseases	Substance dependence	05030 Cocaine addiction [PATH:ko05030]	DDC; aromatic-L-amino-acid decarboxylase [EC:4.1.1.28]	256	601	55	0	197	619	238	273	586	422	408	163	175	2	133
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	DDO; D-aspartate oxidase [EC:1.4.3.1]	0	1	2	0	0	1	4	3	1	4	3	5	0	0	0
Genetic Information Processing	Translation	03013 RNA transport [PATH:ko03013]	"DDX20, GEMIN3; ATP-dependent RNA helicase DDX20 [EC:3.6.4.13]"	0	0	1	0	0	0	2	3	0	1	3	20	0	0	5
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]"	20	3	22	1	44	9	24	27	10	49	17	146	30	0	80
Human Diseases	Cancers	05203 Viral carcinogenesis [PATH:ko05203]	"DDX3X, bel; ATP-dependent RNA helicase [EC:3.6.4.13]"	23	37	89	0	94	12	53	45	40	55	52	180	56	0	96
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DDX42, SF3B125; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]"	0	2	10	21	7	3	9	14	1	4	7	17	7	1	30
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13]"	15	17	62	0	31	6	24	16	9	21	16	182	15	0	35
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"	50	44	115	0	111	22	81	65	35	53	50	173	44	0	176
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]"	14	1	39	0	50	6	19	30	1	22	24	155	54	0	32
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"DECR2; peroxisomal 2,4-dienoyl-CoA reductase [EC:1.3.1.34]"	4	25	7	0	7	13	8	7	14	21	25	13	3	0	5
Metabolism	Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	DEGS; sphingolipid delta-4 desaturase [EC:1.14.-.-]	13	13	31	0	31	0	12	11	9	11	11	39	20	0	25
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	DERL2_3; Derlin-2/3	3	2	3	0	13	0	2	5	2	7	0	46	13	0	5
Metabolism	Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	DESA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	4	60	21	4	30	21	46	86	122	51	137	51	12	1	412
Metabolism	Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	DESA2; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	DET1; de-etiolated-1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
Metabolism	Metabolism of terpenoids and polyketides	00905 Brassinosteroid biosynthesis [PATH:ko00905]	DET2; probable steroid reductase DET2 [EC:1.3.99.-]	13	8	14	0	19	14	5	12	10	15	8	9	19	0	0
Cellular Processes	Cell growth and death	04210 Apoptosis [PATH:ko04210]	"DFFB, DFF40; DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Metabolism	Biosynthesis of other secondary metabolites	00941 Flavonoid biosynthesis [PATH:ko00941]	DFR; bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Metabolism	Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	DGAT1; diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	0	1	4	0	0	0	0	0	0	2	0	11	1	0	1
Metabolism	Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	DGAT2; diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	DGUOK; deoxyguanosine kinase [EC:2.7.1.113]	178	52	57	0	139	85	63	123	52	72	42	50	128	0	286
Metabolism	Xenobiotics biodegradation and metabolism	00362 Benzoate degradation [PATH:ko00362]	"DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"	2	57	15	0	32	49	38	75	122	24	68	38	14	0	2
Metabolism	Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	DHCR24; delta24-sterol reductase [EC:1.3.1.72]	0	1	2	0	6	2	8	8	1	3	0	4	3	0	6
Metabolism	Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	4	5	8	0	8	5	12	2	4	6	4	29	10	0	4
Metabolism	Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis [PATH:ko00900]	"DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]"	12	12	5	2	7	10	9	6	2	6	3	15	7	0	10
Metabolism	Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	0	2	2	0	5	4	6	2	1	1	3	14	1	0	2
Metabolism	Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:ko00670]	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	90	56	95	0	126	19	55	50	23	56	28	156	111	0	26
Metabolism	Nucleotide metabolism	00240 Pyrimidine metabolism [PATH:ko00240]	DHODH; dihydroorotate dehydrogenase [EC:1.3.5.2]	224	120	115	2	159	128	143	124	186	158	99	224	173	1	20
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	DHRS4; dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]	7	6	5	0	10	11	9	8	6	9	13	9	8	0	7
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]"	29	10	75	0	46	3	51	38	21	39	17	200	49	0	50
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	DHX16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13]	18	7	108	0	62	7	45	39	13	47	34	278	72	0	169
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"DHX36, RHAU; ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]"	8	3	25	0	20	0	14	9	2	17	2	202	15	0	26
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DHX38, PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [EC:3.6.4.13]"	22	18	158	0	80	15	70	103	25	70	90	297	63	0	80
Organismal Systems	Immune system	04622 RIG-I-like receptor signaling pathway [PATH:ko04622]	"DHX58, LGP2; ATP-dependent RNA helicase DHX58 [EC:3.6.3.14]"	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]"	34	11	102	0	71	1	53	43	17	46	35	346	78	0	81
Cellular Processes	Cell motility	04810 Regulation of actin cytoskeleton [PATH:ko04810]	DIAPH2; diaphanous 2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Cell motility	04810 Regulation of actin cytoskeleton [PATH:ko04810]	"DIAPH3, DRF3; diaphanous 3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]"	9	4	41	1	28	5	43	21	1	29	7	97	14	2	34
Metabolism	Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"	5049	2873	3418	27	4707	3212	3852	3400	3104	3397	2580	3601	4870	7	6315
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"	11627	7541	6313	7	10897	8774	7673	7922	8089	8868	7116	8966	10776	6	11488
Environmental Information Processing	Signal transduction	04390 Hippo signaling pathway [PATH:ko04390]	DLG1; disks large protein 1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
Environmental Information Processing	Signal transduction	04390 Hippo signaling pathway [PATH:ko04390]	"DLG4, PSD95; discs large protein 4"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	7861	3273	3524	0	7426	4082	3985	4355	3354	4689	2732	5690	6998	0	9136
Organismal Systems	Digestive system	04970 Salivary secretion [PATH:ko04970]	DMBT1; deleted in malignant brain tumors 1 protein	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0
Cellular Processes	Cell growth and death	04113 Meiosis - yeast [PATH:ko04113]	DMC1; meiotic recombination protein DMC1	8	22	7	0	5	13	13	49	10	31	31	46	14	0	4
Human Diseases	Cardiovascular diseases	05410 Hypertrophic cardiomyopathy (HCM) [PATH:ko05410]	DMD; dystrophin	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]	11413	8868	5554	9	9311	11267	6342	7640	11273	10493	6219	10508	11646	109	11938
